title,artists,featured_artists,album_type,spotify_popularity,spotify_release_date,spotify_genres,genres,spotify_track_id,main_artist_id,is_hit,file_name,Audio_Error,Lyrics_Error,duration_sec,tempo_bpm,musical_key,rms_energy,spectral_centroid_mean,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,zero_crossing_rate,spectral_rolloff,spectral_contrast_band1_mean,spectral_contrast_band2_mean,spectral_contrast_band3_mean,spectral_contrast_band4_mean,spectral_contrast_band5_mean,spectral_contrast_band6_mean,spectral_contrast_band7_mean,spectral_flatness_mean,beat_strength_mean,onset_rate,tempo_stability,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,tonnetz1_mean,tonnetz2_mean,tonnetz3_mean,tonnetz4_mean,tonnetz5_mean,tonnetz6_mean,harmonic_percussive_ratio,final_sentiment,lyric_total_words,lexical_diversity,noun_count,verb_count,adj_count,lyrical_density
Em Đâu Thương Anh Như Lời Em Nói,Parys,"BMZ, Nguyễn Trung Đức",single,17.0,2023-04-07,"v-pop, vietnam indie","Pop, Indie",4rh3CdyQ5BrqeTiPoscY3P,5q2rlQqfPpVnWnjPfXM4QD,0.0,em đâu thương anh như lời em nói - parys.mp3,OK,OK,212.89,103.36,A:maj,0.194234,2011.18,-1.3943,12.1258,-9.5448,11.5983,-4.2701,11.0648,-5.7888,11.0792,-116.5438,82.2657,103.7957,36.2665,13.2719,20.2767,23.9194,19.312,12.2922,14.5475,-1.0175,13.6712,-0.3927,11.8675,-1.6797,11.8811,-7.598,10.0778,0.066193,4431.67,22.63,18.41,21.13,19.32,18.64,19.29,48.25,0.011804,1.2974,3.5,0.9677,0.2391,0.3429,0.2733,0.2119,0.3088,0.236,0.3485,0.2625,0.4851,0.4722,0.2873,0.3162,0.1587,-0.2481,-0.0986,0.039,-0.0148,0.0223,3.6423,negative,344.0,0.4448,98.0,89.0,21.0,1.6159
Em Đây Chẳng Phải Thúy Kiều,Hoàng Thùy Linh,,album,51.0,2019-10-20,"v-pop, vinahouse, vietnamese hip hop, vietnam indie","Rap/Hip-hop, Pop, Indie",031jyNUkkD02vrkgZDGJxu,0r63ReVRjxrS4ATbLrdcrL,1.0,em đây chẳng phải thúy kiều - hoàng thùy linh.mp3,OK,OK,214.5,89.1,A#:maj,0.210632,1847.01,-5.3843,10.9125,-14.3107,11.8258,-7.0443,11.6369,-6.8073,11.0235,-103.8249,96.3099,108.9677,33.8093,-2.7311,22.1594,10.7897,16.835,1.1198,13.1163,-5.7487,16.1274,-4.5019,12.2553,-2.1177,13.8156,-8.5427,10.6702,0.074883,3770.76,25.69,16.82,20.12,20.28,18.28,18.81,45.88,0.012724,1.3661,2.76,0.9733,0.3935,0.2788,0.4415,0.2825,0.2107,0.2716,0.2095,0.295,0.2105,0.3303,0.4797,0.3017,-0.0191,0.2239,0.0598,-0.1634,0.0189,0.009,1.8676,negative,294.0,0.3741,108.0,104.0,14.0,1.3706
Em Đã Có Người Mới (feat. Người cũ),Tóc Tiên,Người cũ,single,27.0,2021-12-09,"v-pop, vietnam indie",Pop,2BqQ5ZM73pNugfd6NteCPe,4YkqEuVf1Jf2x2XDqJ2CvC,0.0,em đã có người mới (feat. người cũ) - tóc tiên.mp3,OK,OK,200.34,129.2,F:maj,0.169162,1910.88,-2.066,10.9971,-11.8997,12.724,-1.8952,9.863,-10.1071,10.7162,-164.0705,115.766,102.6017,36.206,7.0008,29.4973,17.6248,21.4606,11.5718,18.9473,-8.7211,16.9451,-4.7516,13.0814,2.5724,14.049,-5.0054,11.2032,0.074382,4003.4,21.14,17.5,21.4,21.32,20.31,19.98,48.69,0.009877,1.312,2.73,0.9713,0.3217,0.2458,0.3322,0.206,0.2583,0.3056,0.2712,0.4096,0.2658,0.3962,0.2997,0.2636,0.126,0.1767,-0.053,-0.0342,-0.0064,-0.003,2.7903,neutral,270.0,0.3444,89.0,61.0,16.0,1.3477
Em Đã Quên Anh,Trịnh Thăng Bình,,album,11.0,2024-05-11,"v-pop, vinahouse",Pop,01go5O8zWDIQiwL9wzIZRU,4co1OIKlUOsNNVJFSZzO9N,0.0,em đã quên anh - trịnh thăng bình.mp3,OK,OK,226.43,161.5,C:min,0.244775,2209.52,5.3963,12.0109,-3.1749,8.365,-4.0707,9.7128,-2.324,9.2832,-83.8539,109.504,99.5887,35.2599,12.0694,24.5071,9.7633,16.7151,9.0646,15.6681,3.0601,13.3744,-6.1352,13.0507,6.2896,12.8632,-10.0565,9.7035,0.090476,4916.53,18.71,17.09,20.87,19.86,19.86,20.17,48.93,0.017286,1.2524,3.24,0.9732,0.3129,0.2622,0.4099,0.4107,0.2881,0.2939,0.2348,0.3354,0.2522,0.2169,0.2528,0.2279,-0.024,0.153,0.0633,-0.0073,-0.0101,-0.0041,2.6025,negative,251.0,0.3665,71.0,70.0,17.0,1.1085
Em Đã Sai Vì Em Tin,Bích Phương,,album,17.0,2015-01-01,"v-pop, vietnamese hip hop, vinahouse, vietnam indie","Pop, Rap/Hip-hop",3cBfkm9iDTGGnOgtC04CHl,5fa13NJjmn2uQ3dxZDi2Ge,0.0,em đã sai vì em tin - bích phương.mp3,OK,OK,309.22,123.05,E:min,0.19226,2201.72,0.4689,10.4226,-12.6394,9.5982,-8.7516,10.55,-6.1075,10.2913,-121.5626,96.8418,97.5369,31.14,12.8661,18.8298,12.603,18.3925,10.2872,13.264,-8.0252,11.8926,-8.8753,12.4081,-2.6789,10.0999,-8.0828,11.3999,0.085866,5015.74,18.36,18.59,21.92,21.84,21.24,20.68,48.86,0.013911,1.1048,2.15,0.9545,0.2199,0.1714,0.2686,0.193,0.3403,0.2018,0.2186,0.3013,0.2036,0.3104,0.1719,0.2845,0.2677,0.0266,0.0073,0.0482,0.0128,-0.0264,4.3031,negative,313.0,0.3163,115.0,66.0,27.0,1.0122
Em Đã Thương Người Ta Hơn Anh,Noo Phước Thịnh,,single,44.0,2020-09-09,"v-pop, vinahouse",Pop,2dpLkJ0HXFXPJw9qvJh5n4,3mibIJiduF0MVLLAvHZAxw,1.0,em đã thương người ta hơn anh - noo phước thịnh.mp3,OK,OK,291.78,136.0,D:maj,0.214254,1604.62,-0.7507,10.9452,-12.156,9.0319,-4.4428,9.0267,-8.2078,9.3077,-143.4732,119.6722,116.7532,35.1166,28.1996,19.8179,23.6617,17.2583,2.9834,12.7156,-1.8189,13.0068,-5.3415,10.2144,-0.947,10.0042,-13.6543,11.5202,0.05922,3476.39,24.43,18.57,22.13,21.09,19.43,19.68,47.2,0.009562,1.1325,2.04,0.9392,0.191,0.3273,0.3779,0.232,0.3065,0.2385,0.4011,0.2419,0.1604,0.2595,0.2005,0.2704,0.2447,-0.1712,-0.0048,-0.137,0.0078,0.0025,3.4581,negative,368.0,0.3587,99.0,109.0,32.0,1.2612
Em Đã Thấy Mùa Xuân Chưa,Phương Phương Thảo,,album,13.0,2025-01-23,"vietnamese bolero, vietnamese lo-fi, bolero, vinahouse, v-pop","Ballad, Pop, Indie",4GiscJH2PiPbazC8xuyNsD,5KGgAxYWMoCJduQhLpIH4v,0.0,em đã thấy mùa xuân chưa - phương phương thảo.mp3,OK,OK,276.43,129.2,E:maj,0.207744,1343.94,-8.757,13.9745,-18.3875,10.5266,-8.4284,9.5717,-8.1337,9.2903,-184.8257,84.7919,129.2846,43.0094,11.758,21.6872,23.469,15.2275,-0.1958,13.5411,0.4115,13.0526,-2.4359,11.8804,-14.5439,12.362,-8.071,10.9625,0.058093,2470.93,23.76,20.62,25.56,22.54,21.73,21.71,49.51,0.007256,1.313,3.83,0.942,0.2162,0.1702,0.1944,0.1739,0.2959,0.2243,0.1702,0.2042,0.2421,0.3118,0.223,0.3287,0.2481,-0.0732,-0.0111,0.0985,-0.0074,-0.0173,5.0572,negative,253.0,0.3913,97.0,70.0,16.0,0.9152
Em Đã Thấy Mùa Xuân Chưa,Quốc Thiên,,single,11.0,2024-01-15,"v-pop, vietnamese bolero",Ballad,34GKrDkIluzQ3mnjqdwem1,2xyztcPkhFKucM2ghmSme2,0.0,em đã thấy mùa xuân chưa - quốc thiên.mp3,OK,OK,308.36,129.2,D#:maj,0.101744,1840.4,4.6049,9.8514,-4.1282,9.0721,-2.7628,8.0839,-1.417,7.7739,-184.1436,107.1841,106.6647,29.7032,11.7253,20.9386,23.1729,13.7705,10.4939,12.345,5.9153,8.8607,-0.5355,10.0427,4.5884,8.7549,-5.6923,11.5815,0.070097,3976.31,16.79,17.96,21.78,21.03,20.57,19.1,48.87,0.009625,1.0669,2.58,0.9591,0.2184,0.2133,0.2898,0.4118,0.259,0.3511,0.2678,0.2438,0.2998,0.2919,0.4458,0.2988,-0.2417,0.0456,0.0592,-0.0719,-0.0202,-0.0017,3.0511,negative,271.0,0.3727,98.0,77.0,15.0,0.8788
Em Đã Đến,Châu Khải Phong,,album,19.0,2019-07-09,"vinahouse, v-pop, vietnamese lo-fi, vietnamese bolero","Pop, Ballad, Indie",1G4WQGmy6REVz87JZUFwsg,1RZSSA978w2tUKtXqC6XGZ,0.0,em đã đến - châu khải phong.mp3,OK,OK,294.49,95.7,E:min,0.217291,2344.83,3.6136,13.0152,-5.2181,10.0149,-3.8342,10.0922,-3.4891,8.7732,-96.3484,98.6096,89.8243,34.6949,9.8625,19.9017,13.2151,21.9831,0.9692,14.5011,1.363,12.0103,-4.5438,12.0782,-0.5907,9.3072,-15.007,12.7977,0.101048,5012.58,19.51,17.57,21.63,20.49,20.34,19.22,48.22,0.030848,1.4128,3.15,0.969,0.1937,0.2072,0.2937,0.2544,0.4591,0.2814,0.3806,0.3072,0.1863,0.2272,0.1594,0.2462,0.23,-0.0676,0.0595,0.0521,0.0297,-0.0015,2.3229,negative,390.0,0.2103,108.0,104.0,22.0,1.3243
Em Được Gì?,Ali Hoàng Dương,,single,12.0,2025-05-20,"v-pop, vietnamese hip hop",Rap/Hip-hop,7gmonUtp1o2ppGEI5gzYAu,4RPhZ2g5GYff0hKNBlZKXh,0.0,em được gì - ali hoàng dương.mp3,OK,OK,166.54,123.05,G:min,0.321702,2046.56,7.5237,11.1498,-3.4008,7.5845,1.615,8.2515,-0.6249,7.8274,-47.3743,121.0777,104.4594,38.6755,1.9277,16.426,26.191,16.266,12.7069,12.7464,4.488,11.0522,4.1955,12.2602,-2.3786,10.2137,-4.1858,8.7466,0.084967,4294.26,19.72,15.76,18.08,17.09,18.05,18.74,47.94,0.026941,1.4473,3.6,0.9328,0.3789,0.3238,0.4333,0.3566,0.2952,0.3749,0.3632,0.4957,0.3934,0.4571,0.4899,0.3344,0.1153,0.2214,0.0773,-0.0808,0.0173,-0.014,1.8513,negative,420.0,0.25,106.0,157.0,7.0,2.5219
Em Đồng Ý (I Do),Đức Phúc,911,single,45.0,2023-02-09,"v-pop, vietnam indie, vinahouse",Pop,0bgJPIvefuRnEU4MNJuJSA,5FWPIKz9czXWaiNtw45KQs,1.0,em đồng ý (i do) - đức phúc.mp3,OK,OK,203.12,95.7,B:maj,0.217288,2211.3,4.4253,10.6385,-7.0436,9.4534,-1.0718,9.6987,-2.7452,7.8826,-77.21,103.8229,98.5618,38.1843,-1.2454,18.9361,13.6622,16.8395,5.1686,13.6075,3.6676,10.4919,-7.5946,12.0011,1.5234,10.7882,-14.2246,11.8955,0.091963,4808.87,23.03,17.49,21.28,19.94,19.84,19.33,48.08,0.018047,1.1796,3.05,0.9731,0.2172,0.2464,0.2574,0.5062,0.3462,0.2659,0.4198,0.2254,0.2577,0.1929,0.3546,0.4779,-0.0906,-0.2183,0.2016,-0.0024,-0.015,0.0259,2.43,positive,324.0,0.4475,149.0,87.0,5.0,1.5951
Em Đừng Cố Đi Thật Xa Khỏi Hà Nội,Groovie Lã Thắng,Trung Trần,single,17.0,2021-03-25,"vietnamese hip hop, v-pop, vietnam indie","Rap/Hip-hop, Pop",2ZhSO1iNvDTKAI98lkH5Ua,1yx4rYyjUYupI7Ji1YvXRh,0.0,em đừng cố đi thật xa khỏi hà nội - groovie lã thắng.mp3,OK,OK,216.0,161.5,G#:maj,0.189004,1925.73,5.69,11.3114,-1.5258,9.6364,1.226,9.5831,-1.1573,9.7207,-148.625,128.7746,105.1194,43.8891,12.669,29.6023,16.9853,20.8321,2.2537,16.4157,8.1609,13.498,-4.7506,14.7138,4.0488,12.6627,-1.9873,10.9289,0.081345,4004.83,21.76,16.32,19.61,19.05,18.98,18.17,48.32,0.026251,1.6498,3.72,0.9663,0.3964,0.4729,0.37,0.4398,0.3395,0.3754,0.3108,0.3081,0.4479,0.3711,0.3554,0.323,-0.1941,-0.0094,-0.0247,0.0419,0.0056,-0.0083,2.0198,negative,403.0,0.3772,121.0,88.0,38.0,1.8657
Em Đừng Khóc,Chillies,,album,61.0,2021-05-05,"v-pop, vietnam indie, vietnamese hip hop","Rap/Hip-hop, Pop, Indie",0JKEP4dB1riE6l7Kq5kJm1,2xvW7dgL1640K8exTcRMS4,1.0,em đừng khóc - chillies.mp3,OK,OK,267.23,129.2,F:maj,0.208337,1545.17,1.8842,9.5731,-4.4927,8.6059,-1.5434,8.521,-5.0977,7.7883,-105.5164,99.3435,132.0102,35.1986,-4.0019,16.0749,18.2967,15.0569,2.5215,10.2776,6.2852,10.5276,-4.2658,9.8022,4.5135,12.513,-3.8809,9.9235,0.062125,3228.63,25.9,16.49,20.0,20.35,19.24,18.57,48.36,0.009769,1.1675,3.42,0.976,0.6282,0.3228,0.2625,0.218,0.3911,0.4481,0.2483,0.336,0.2856,0.4668,0.3516,0.3715,0.057,0.227,-0.0925,0.075,0.0045,0.0435,3.2139,negative,327.0,0.2508,102.0,96.0,9.0,1.2237
Em đã từ chối tôi mất rồi,Phạm Kỳ,,single,5.0,2025-04-13,"vinahouse, v-pop","Pop, Ballad",0CY4km0J67uSeHYqGy2tSJ,3yCPgp6ckDEqBUQnybWeTm,0.0,em đã từ chối tôi mất rồi - phạm kỳ.mp3,OK,OK,251.05,129.2,G:maj,0.128151,1499.76,4.2878,13.6638,-10.3926,9.5935,-3.7329,8.7907,-12.1011,9.2496,-187.4772,105.4319,127.5873,39.0388,9.3321,18.9316,23.3697,16.5607,19.5953,14.7772,0.9476,13.4758,0.31,11.6882,1.5024,11.6328,-12.5426,10.8649,0.057702,3094.97,20.73,18.76,22.19,20.33,20.32,23.71,49.42,0.005712,1.1815,2.24,0.959,0.254,0.2337,0.4012,0.2931,0.2182,0.161,0.2578,0.4147,0.2951,0.2327,0.1958,0.2982,0.1835,0.0791,0.1338,-0.0258,-0.008,-0.0209,3.506,negative,341.0,0.3636,84.0,107.0,11.0,1.3583
Em Ơi,VCT,Hakoota,single,48.0,2017,"v-pop, vietnam indie","Pop, Indie, Ballad",3OpIJBi2qUaJUJRzLNMjDt,7yquVKfxBuNFJbG9cy2R8A,1.0,em ơi - vũ cát tường.mp3,OK,OK,201.17,152.0,C:maj,0.170317,1681.87,3.342,8.7437,-4.8865,9.4082,-4.373,8.1203,-3.7643,7.4446,-164.9019,128.7855,113.7629,42.9634,22.6737,22.897,16.5976,16.6982,3.6571,12.6518,5.6617,11.2081,2.7173,10.8749,2.8918,10.2855,-5.2862,9.6109,0.060646,3651.5,18.92,18.03,20.53,20.05,18.68,18.03,47.76,0.040457,1.0756,1.91,0.9466,0.4861,0.2881,0.3104,0.2284,0.3208,0.2882,0.2324,0.4241,0.2266,0.1853,0.1396,0.2523,0.1355,0.3137,0.0299,0.1428,0.006,-0.0093,3.6912,negative,243.0,0.4239,90.0,65.0,6.0,1.2079
"Em Ơi Cứ Vui (feat. 1DEE, F & EVY)",Touliver,"SlimV, 1DEE, EVY, F.",single,40.0,2017-09-20,"v-pop, vietnamese hip hop, vinahouse, vietnam indie","Pop, Indie, Rap/Hip-hop",3rPvFiFWhHHlRaCU1vgcAc,5UNWQJdUbO8Gbg9Qn3r52M,1.0,"em ơi cứ vui (feat. 1dee, f & evy) - touliver.mp3",OK,OK,232.52,112.35,C#:min,0.047954,2180.21,6.5057,11.41,-1.7655,11.5161,1.756,10.5708,-4.5214,11.3187,-232.8132,99.1985,101.7026,45.5352,-1.4595,25.7318,14.0232,16.3534,7.3747,14.9759,8.7302,17.229,2.7202,13.7646,2.187,15.1583,1.0417,11.7382,0.084856,4643.56,20.08,14.86,18.18,17.25,18.01,18.07,49.04,0.026846,1.5012,2.92,0.9666,0.331,0.3315,0.3292,0.4871,0.5939,0.417,0.406,0.3868,0.522,0.376,0.3293,0.3413,-0.008,-0.0498,-0.0187,0.0884,-0.0073,0.0054,2.1488,positive,271.0,0.1882,87.0,57.0,63.0,1.1655
Em Ơi Là Em,buitruonglinh,"Kiều Chi, BMZ",album,41.0,2024-12-12,"v-pop, vietnamese lo-fi, vietnam indie, vinahouse",Pop,0nTw4IXQAIpWiG5pT4TKN7,7Cp2hGcriAaDUAWpXnSEwm,0.0,em ơi là em - buitruonglinh.mp3,OK,OK,187.43,103.36,B:min,0.261115,1741.61,-2.208,10.5356,-8.5665,9.6619,-5.0778,8.7556,-6.496,8.6457,-81.2273,85.2291,114.3458,30.9239,-2.4033,23.9957,16.3555,15.8699,-0.0752,15.5767,-5.6695,15.0363,-3.022,12.8734,-3.509,13.3364,-1.9481,10.8911,0.064321,3534.91,18.99,18.52,20.11,19.87,18.5,19.09,46.66,0.008692,1.4785,3.57,0.9773,0.3671,0.2374,0.2724,0.1878,0.2178,0.1965,0.3623,0.3897,0.2543,0.3489,0.2892,0.4343,0.1932,0.0036,0.0856,-0.0281,0.01,0.0084,1.8991,negative,360.0,0.4444,100.0,91.0,18.0,1.9207
Em Ơi Sau Này,Phạm Nguyên Ngọc,BMZ,single,27.0,2021,"v-pop, vietnam indie, vietnamese lo-fi","Pop, Indie, Ballad",7DWGwhz9Ji0FvCjL8YfcuH,2Xlia1jlI7JDki4Xa42uyK,0.0,em ơi sau này - phạm nguyên ngọc.mp3,OK,OK,300.69,123.05,D#:maj,0.150311,1573.8,-5.9828,11.3952,-5.2486,10.2371,-5.6918,9.8115,-6.2938,8.9467,-168.3468,101.2069,115.1451,31.3308,5.166,19.8349,30.2974,15.9848,12.5901,14.1442,3.721,11.4594,2.029,10.3951,-0.4655,10.2181,-2.2834,9.5986,0.053716,3222.68,24.19,20.07,22.49,20.12,19.35,19.17,47.89,0.007509,1.1686,2.47,0.9522,0.2435,0.1726,0.3023,0.4544,0.274,0.2667,0.2195,0.3179,0.2904,0.2457,0.3509,0.2393,-0.2037,0.1889,0.1557,-0.0339,0.0057,0.012,4.0408,positive,409.0,0.4083,138.0,90.0,34.0,1.3602
Em Ơi Đừng Nghe,Hào,,single,41.0,2023-12-25,"vietnam indie, v-pop, vietnamese lo-fi","Pop, Indie",66WHg1EMMaCDIlQVXyzMap,41o2x1AJ6KzUiz6JxYtCtJ,0.0,em ơi đừng nghe - hào.mp3,OK,OK,214.02,83.35,A:min,0.155777,1907.74,-8.9405,13.2422,-11.4292,9.4425,-3.8891,10.3863,-8.5775,11.5858,-146.5971,109.5625,106.3715,31.5548,9.8275,34.4873,11.2007,20.8298,9.8302,13.2353,-0.1711,19.8286,-16.8934,14.9919,-9.2656,13.2124,-16.5489,13.1174,0.072618,4258.85,20.36,18.48,23.37,20.39,20.62,19.04,48.94,0.010578,1.2905,3.09,0.9721,0.3382,0.273,0.359,0.1958,0.2879,0.2839,0.1735,0.284,0.259,0.4242,0.2949,0.2091,0.2275,0.1889,-0.1055,0.0353,0.0131,0.005,2.9264,negative,382.0,0.3403,139.0,97.0,8.0,1.7849
Em Ơi Đừng Đi,Duongg,,single,24.0,2026-01-23,"vietnamese lo-fi, v-pop, vietnam indie",Pop,0npekrRruB98JNnqjcZBBP,3JkGKNawown8MgcJsDw1WT,0.0,em ơi đừng đi - duongg.mp3,OK,OK,291.43,143.55,F#:min,0.26318,2020.84,4.4113,8.1337,-6.1963,8.4325,2.6087,7.0719,-6.0584,7.7069,-55.3469,74.3419,105.1943,32.2214,14.4376,17.7713,22.0858,13.0902,4.4868,10.96,6.5072,9.7004,0.6671,8.6287,3.0332,8.4055,-2.2443,7.1254,0.067561,4607.43,21.73,16.18,18.36,17.82,17.25,17.42,48.35,0.014175,1.5501,4.28,0.9678,0.3083,0.446,0.3208,0.3318,0.3849,0.3596,0.4929,0.3808,0.534,0.4636,0.3605,0.3974,0.0063,-0.1308,-0.0379,-0.0052,-0.0088,-0.0025,2.3169,negative,284.0,0.3415,94.0,71.0,14.0,0.9745
Em Ơi Đừng Đi,Khải Đăng,,single,14.0,2023-08-20,"v-pop, vinahouse, vietnamese bolero, vietnamese lo-fi",Ballad,75oQxsvKEtA9esHqOAgw1R,5lRuI7jZMno275jJphvRjg,0.0,em ơi đừng đi - khải đăng.mp3,OK,OK,255.23,129.2,G:maj,0.140975,1548.83,-1.3742,9.7222,-6.9645,9.2499,-2.876,7.7938,-4.2985,8.4751,-178.9668,116.3992,113.702,29.686,24.3239,19.7917,19.8969,15.1761,7.3335,11.7723,3.4371,9.336,-5.9767,10.4697,-1.7977,9.6671,-6.2901,8.6296,0.05495,3399.76,19.75,18.36,22.76,21.18,21.0,19.43,46.27,0.012121,0.9877,2.28,0.9618,0.3497,0.2231,0.3488,0.2191,0.3566,0.2224,0.2672,0.3732,0.2029,0.2249,0.1413,0.2427,0.2669,0.1485,0.033,0.0766,0.0114,0.004,3.7377,negative,284.0,0.3415,94.0,71.0,14.0,1.1127
"Em Ơi, Anh Nhớ Nhà",SOOBIN,,single,33.0,2024-12-30,"v-pop, vietnamese hip hop, vietnam indie, vinahouse","Rap/Hip-hop, Pop",64dolvD1ShtugXxtFsKzzB,6CGGvCBHWqQ4HXtn5aLhbh,0.0,"em ơi, anh nhớ nhà - soobin.mp3",OK,OK,232.0,117.45,C#:maj,0.246938,1651.41,8.9168,13.3649,-3.1034,9.4131,-1.9755,9.659,-4.692,8.2789,-106.1139,106.5103,121.3167,35.8098,10.3895,25.8667,14.2392,15.209,9.3009,13.9354,5.4201,11.1658,1.0587,11.4277,9.2986,11.8644,-8.6612,11.5063,0.057905,3384.52,24.44,16.95,20.91,20.76,19.52,19.53,47.98,0.007853,1.4116,2.52,0.9705,0.3019,0.4077,0.3205,0.4059,0.3158,0.4481,0.3455,0.2295,0.353,0.2795,0.4201,0.2934,-0.3083,-0.0994,-0.0435,-0.016,-0.0099,-0.0081,3.3681,negative,357.0,0.4538,91.0,105.0,36.0,1.5388
Em Ở Đâu,MANBO,,single,25.0,2021-06-01,"vietnamese hip hop, v-pop, vietnam indie","Ballad, Pop, Indie",2S1fN9ctHYr5TxaH2DKJLO,2rKtPYcwYmevNcaqzJOwvf,0.0,em ở đâu - manbo.mp3,OK,OK,417.45,143.55,B:min,0.170533,1367.98,2.2273,9.8731,2.1511,9.4691,1.1608,9.5548,-2.5004,9.4507,-192.1162,112.9453,115.935,31.6021,16.2644,25.9159,27.7814,15.6428,11.7511,16.1987,7.7004,12.1124,3.8908,11.1981,2.7551,10.9337,-4.8544,11.052,0.053592,2738.92,22.12,18.53,22.65,21.84,21.49,20.38,48.54,0.005603,1.2086,2.66,0.9536,0.3204,0.401,0.4082,0.2812,0.3178,0.262,0.3101,0.2976,0.2207,0.2218,0.2552,0.337,0.1082,-0.1088,0.0098,-0.0482,0.0046,-0.0185,3.7039,negative,477.0,0.3333,146.0,117.0,11.0,1.1427
Em Ở Đâu,Nguyên Hà,,album,5.0,2019-02-25,"v-pop, vietnam indie","Ballad, Pop, Indie",5EABRjdyUFZSOjgW730c57,5Ib3D8UtLdYZjhVNWzwfoH,0.0,em ở đâu - nguyên hà.mp3,OK,OK,236.25,198.77,G#:maj,0.128168,1332.21,-7.0326,11.7679,-12.1773,11.1138,-8.1539,10.439,-12.5476,10.388,-226.9468,86.5324,119.0048,29.5029,40.0781,21.09,25.3149,19.2732,12.3714,13.4666,1.3693,17.3836,-3.8716,13.1125,-9.7865,14.508,-6.987,11.942,0.046608,2596.46,21.22,21.04,24.83,22.32,20.48,19.39,47.4,0.006209,1.0948,2.65,0.9561,0.296,0.3045,0.2333,0.3904,0.2511,0.1999,0.1346,0.273,0.4491,0.2564,0.2321,0.1607,-0.3356,0.0412,0.0667,0.207,-0.0023,-0.0116,6.7709,negative,228.0,0.2807,66.0,76.0,2.0,0.9651
Em ở đây mà,RUBY,Winno,single,39.0,2023-12-02,"v-pop, vietnam indie","Pop, Indie, Ballad",75grmJCERN5mmrBC9cMGTK,5Fg3NkUmDX4hskkekhDzYe,1.0,em ở đây mà - ruby.mp3,OK,OK,298.25,103.36,B:maj,0.176609,1831.09,3.2268,11.6746,-10.0769,13.363,-3.1108,10.9036,0.4593,10.3817,-138.2009,93.7796,115.2917,34.8074,17.342,23.0338,15.0692,19.1942,20.3803,15.2433,2.834,15.6141,0.9475,12.2833,-1.1501,11.0947,-7.4449,11.0509,0.064329,3975.97,22.34,18.65,21.72,20.4,20.79,20.07,48.83,0.010395,1.1615,2.23,0.961,0.2683,0.3323,0.2531,0.3786,0.3146,0.2673,0.3339,0.2393,0.2731,0.2076,0.2937,0.3752,-0.0954,-0.2664,0.0971,0.0396,0.0028,-0.0194,4.1524,negative,395.0,0.3519,122.0,83.0,17.0,1.3244
Embietma,HIEUTHUHAI,KNG,single,6.0,2020-01-01,"v-pop, vietnamese hip hop, vietnamese lo-fi, vietnam indie, vinahouse","Rap/Hip-hop, Pop",0TYSyksuOZS9XN5S243TTz,5HZtdKfC4xU0wvhEyYDWiY,0.0,embietma - hieuthuhai.mp3,OK,OK,188.0,143.55,B:min,0.229559,1814.36,2.5132,11.6313,-8.5872,11.9286,0.3361,11.5809,-2.5892,9.4676,-123.2696,127.9999,107.858,45.159,1.2232,40.0744,25.4043,20.8454,7.3791,16.5768,-10.851,18.5646,-8.6937,13.2961,-3.6499,12.4577,-12.8103,12.5352,0.075342,3575.02,21.83,16.08,19.68,18.29,18.22,19.88,48.0,0.01517,1.9657,3.2,0.9667,0.3723,0.4665,0.5724,0.368,0.426,0.3036,0.4608,0.3383,0.3361,0.4757,0.4409,0.4776,0.0875,-0.053,0.0161,-0.1116,-0.0051,-0.0031,1.927,positive,490.0,0.4224,203.0,150.0,6.0,2.6064
EmmE (feat. Du Uyên),Đạt G,Du Uyên,single,45.0,2022-08-15,"v-pop, vietnamese hip hop, vietnam indie, vinahouse","Rap/Hip-hop, Pop",0vx0Oui8fX3gckYzozazj0,4R3mugkUqCALXgkwSptTbg,1.0,emme (feat. du uyên) - đạt g.mp3,OK,OK,241.98,92.29,G#:min,0.216969,2245.11,-0.3368,12.1411,-3.6765,9.8909,2.5254,9.4256,3.3639,9.3814,-97.1568,94.8222,95.2102,40.0431,25.2221,27.7087,17.0646,22.3166,7.3592,20.9514,-1.6172,16.8813,-16.6582,16.0523,-7.1127,16.4877,-11.0642,13.883,0.086962,5053.66,20.4,19.19,22.71,20.24,20.14,16.63,46.84,0.020056,1.6736,3.35,0.9747,0.3365,0.3266,0.2901,0.458,0.4779,0.3535,0.3927,0.3877,0.478,0.4236,0.4183,0.4679,-0.0147,-0.1412,0.0248,0.0686,0.0011,0.0115,1.7723,negative,546.0,0.3498,203.0,132.0,32.0,2.2564
