title,artists,featured_artists,album_type,spotify_popularity,spotify_release_date,spotify_genres,genres,spotify_track_id,main_artist_id,is_hit,file_name,Audio_Error,Lyrics_Error,duration_sec,tempo_bpm,musical_key,rms_energy,spectral_centroid_mean,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,zero_crossing_rate,spectral_rolloff,spectral_contrast_band1_mean,spectral_contrast_band2_mean,spectral_contrast_band3_mean,spectral_contrast_band4_mean,spectral_contrast_band5_mean,spectral_contrast_band6_mean,spectral_contrast_band7_mean,spectral_flatness_mean,beat_strength_mean,onset_rate,tempo_stability,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,tonnetz1_mean,tonnetz2_mean,tonnetz3_mean,tonnetz4_mean,tonnetz5_mean,tonnetz6_mean,harmonic_percussive_ratio,final_sentiment,lyric_total_words,lexical_diversity,noun_count,verb_count,adj_count,lyrical_density
1 2 3 4 tí tách (cry cry),Phùng Khánh Linh,,album,36.0,2022-11-11,"v-pop, vietnam indie","Pop, Indie",1e6MntxKMAQhnBnEyLG8gI,23Gbd21nBxC1kCtcG2Cd0C,1.0,1 2 3 4 tí tách (cry cry) - phùng khánh linh.mp3,OK,OK,203.43,117.45,G:min,0.209497,2314.79,8.428,9.9067,-4.577,9.327,6.3545,8.9072,-1.1639,8.3608,-77.9867,106.4572,84.7037,31.2013,-15.157,19.9256,15.0945,16.3637,0.2668,13.5239,9.3571,12.7922,6.1276,13.2479,6.7924,10.846,4.1647,10.2799,0.099539,4832.91,20.38,16.44,19.9,20.38,19.93,18.96,49.04,0.024006,1.3711,3.15,0.9778,0.4351,0.2413,0.3589,0.3806,0.2262,0.3285,0.2561,0.4298,0.3247,0.322,0.4478,0.3041,-0.0732,0.172,0.0833,0.0255,-0.0054,0.0117,2.5285,negative,322.0,0.323,103.0,119.0,23.0,1.5829
1 Ai Kế Bên,MYLINA,4GOD,single,29.0,2025-09-24,"v-pop, vietnam indie",Rap/Hip-hop,2eCee1ruOr1YihdW2bdNGN,4yx3BsXxY9l6BRyStNIB8y,0.0,1 ai kế bên - mylina.mp3,OK,OK,202.0,117.45,E:maj,0.115263,2087.27,-4.9827,10.4088,-8.5551,9.4357,0.2399,9.2334,-2.3294,8.9953,-157.234,108.5649,103.8141,37.9418,6.9738,25.8752,24.6445,17.7951,-0.7168,12.6396,-2.1616,15.1884,7.707,11.6928,-11.2108,14.3597,3.9534,11.972,0.08655,4398.35,21.7,17.72,21.73,21.25,20.07,20.66,45.33,0.013889,1.2555,2.9,0.9575,0.2495,0.3363,0.2254,0.309,0.3406,0.2628,0.3362,0.2559,0.3825,0.3216,0.2393,0.3375,0.0054,-0.1851,-0.0173,0.0795,-0.0129,0.0115,2.5676,positive,300.0,0.4567,71.0,100.0,28.0,1.4851
1 Cây Vàng,24k.Right,Hipz,single,40.0,2024-08-16,"vietnamese hip hop, v-pop","Rap/Hip-hop, Pop",39aU80CGvA9asmCwulVuwp,0hUr8xEtATxbq2OTiJFAP0,0.0,1 cây vàng - 24k.right.mp3,OK,OK,204.08,136.0,D#:min,0.274379,2554.44,4.4525,10.3815,-2.8718,10.1646,4.5732,9.8099,0.5093,9.1944,-41.2209,113.9975,82.323,36.9953,-12.0538,22.3942,10.6642,22.6391,1.5083,15.8298,6.9664,14.1077,-0.9763,14.7987,9.8545,12.1604,-1.7688,12.3732,0.116076,5359.26,19.92,14.72,17.65,18.06,18.21,17.72,48.76,0.038109,1.9748,4.29,0.9626,0.5139,0.4883,0.3617,0.3975,0.3932,0.4509,0.3699,0.3735,0.4111,0.3846,0.4815,0.4377,-0.1343,0.0416,0.0119,-0.0812,0.0153,0.0232,1.5066,negative,671.0,0.386,241.0,188.0,42.0,3.2879
1 Cọng Tóc Mai,Tóc Tiên,Touliver,single,12.0,2022-06-30,"v-pop, vietnam indie","Pop, Rap/Hip-hop",5i17rzCuZfYVzoP441PXGu,4YkqEuVf1Jf2x2XDqJ2CvC,0.0,1 cọng tóc mai - tóc tiên.mp3,OK,OK,197.05,95.7,F:min,0.32433,2790.07,4.6128,10.5446,-3.9967,8.8614,-0.0025,8.5729,-4.494,8.079,-0.6844,82.0603,74.4869,28.6528,3.2828,25.5972,21.9189,18.5864,-2.2282,14.8298,2.8646,13.6513,2.7616,11.0768,2.0441,10.2739,-2.5358,10.036,0.122994,6054.47,19.63,13.65,15.83,15.91,16.13,16.61,47.97,0.040685,1.4964,4.43,0.9778,0.4938,0.4236,0.3759,0.4203,0.4651,0.6125,0.5192,0.4738,0.4518,0.4141,0.444,0.4384,-0.0293,0.0749,-0.0324,0.0166,-0.0209,-0.007,1.3517,negative,549.0,0.255,251.0,219.0,8.0,2.7861
1 Lần,(S)TRONG,,single,16.0,2021-03-01,"v-pop, vietnam indie","Pop, Indie",1B3xeuTyKx9PFQGGwTzyA7,7571XEqHqL61NDiLtWXhS5,0.0,1 lần - (s)trong.mp3,OK,OK,600.0,184.57,G#:maj,0.06351,3510.68,5.5445,12.6138,-7.5797,10.6645,-1.3763,10.2741,0.5331,10.6425,-195.4421,87.9396,19.5744,37.0911,-41.5857,24.8788,33.6145,18.8611,-16.0907,15.9283,-2.1534,14.8459,-2.1117,12.0795,1.3724,12.2483,-14.529,13.247,0.261853,5812.01,14.46,16.73,20.05,20.11,20.98,22.94,52.69,0.031955,1.4321,3.12,0.9396,0.2852,0.2907,0.245,0.3342,0.247,0.2673,0.3204,0.3818,0.604,0.3808,0.3658,0.3385,-0.1293,-0.0459,0.0382,0.0664,-0.0111,-0.0116,1.2441,positive,303.0,0.3135,118.0,77.0,23.0,0.505
1 Phút,Andiez,,single,57.0,2017-08-07,"v-pop, vietnam indie, vietnamese lo-fi",Pop,79bSb2Ilugozn6VygdplEZ,0tBmmwc8j8zbJxISwdsvjA,1.0,1 phút - andiez.mp3,OK,OK,375.99,136.0,C#:maj,0.312623,1345.03,-4.1431,11.8168,-11.6634,9.1799,-3.7058,9.8171,-7.1766,8.721,-103.4765,79.0081,134.6535,32.2927,10.1165,19.8767,27.098,13.3521,7.7048,12.1488,-11.5799,10.6432,-3.8414,11.7194,-3.1372,9.517,-15.445,9.4106,0.052467,2571.04,22.13,20.05,24.04,23.44,21.79,22.77,48.63,0.004839,1.1408,1.34,0.9511,0.2683,0.4199,0.2147,0.3331,0.174,0.2398,0.177,0.1787,0.34,0.1685,0.1736,0.108,-0.3912,-0.0476,-0.1257,0.0806,-0.0119,-0.007,6.0198,negative,363.0,0.3058,123.0,87.0,14.0,0.9655
1 Vòng,Tùng TeA,"TaynguyenSound, PC",single,30.0,2022-06-02,"vietnamese hip hop, vietnamese lo-fi, v-pop, vietnam indie",Rap/Hip-hop,6lpC9ouPRC5zyRTn8xNsn2,2SWNzbf1maA3oR4x56Uv9W,1.0,1 vòng - tùng tea.mp3,OK,OK,226.09,136.0,G#:maj,0.197902,1967.67,2.1027,11.7534,-10.5336,10.9625,-0.4176,10.2116,1.0633,10.0292,-107.437,89.2646,108.6311,37.8912,11.018,26.652,15.7461,18.2349,-0.2418,18.0841,9.9959,15.5333,-3.7651,12.5187,2.5415,11.11,-4.9041,12.4686,0.075134,4251.68,22.11,17.8,20.88,20.13,21.28,19.04,49.38,0.012831,1.7204,4.6,0.9718,0.3846,0.3469,0.305,0.4959,0.2864,0.2444,0.2474,0.3865,0.475,0.3062,0.3928,0.2719,-0.2106,0.0021,-0.0812,0.0685,0.0097,-0.0178,2.0741,positive,603.0,0.4096,233.0,165.0,29.0,2.6671
1 lời xin lỗi,Hào,,single,14.0,2025-01-08,"vietnam indie, v-pop, vietnamese lo-fi",Pop,5h5sKmDxEKlPtqZDQQtCn5,41o2x1AJ6KzUiz6JxYtCtJ,0.0,1 lời xin lỗi - hào.mp3,OK,OK,153.15,112.35,F#:min,0.157013,2280.27,-0.0857,9.6083,-5.5235,9.0464,2.2745,9.3467,-8.2675,8.9474,-156.74,98.7605,97.5476,44.5495,36.16,25.7703,16.5271,19.1664,15.3188,16.0275,8.0238,15.1226,3.7226,12.7435,2.3568,13.0301,0.5217,10.4071,0.06599,5340.57,23.65,16.83,19.4,18.02,18.06,19.33,47.13,0.016144,1.6734,3.17,0.967,0.4024,0.4444,0.3403,0.2577,0.2709,0.3132,0.4216,0.4046,0.4708,0.4799,0.3951,0.4315,-0.032,-0.17,-0.0265,-0.0042,-0.0308,0.0114,2.417,negative,356.0,0.4466,101.0,104.0,11.0,2.3245
1 mũi tên trúng 2 con tim,MiiNa,"RIN9, DREAMeR",album,8.0,2025-04-14,v-pop,Pop,0kcbXWB5jS9b1KSinLWYp1,76nos2JmvLyYGZ28ribrf7,0.0,1 mũi tên trúng 2 con tim - miina.mp3,OK,OK,182.4,103.36,E:maj,0.165652,2450.27,-0.4974,11.8717,-12.9019,15.3259,-2.0503,13.765,-7.1257,12.3791,-122.2465,124.4746,80.4637,39.5396,-5.5205,28.8291,2.9411,21.3661,-12.7339,16.9182,-11.543,18.8753,-8.5839,15.4107,-9.6143,14.8991,-5.6038,12.8868,0.103737,5030.55,21.55,17.89,20.86,20.68,19.86,20.08,48.19,0.024914,1.7486,3.82,0.9687,0.2626,0.2392,0.2172,0.2936,0.3464,0.2525,0.3194,0.2747,0.3932,0.3166,0.2512,0.3462,0.0281,-0.1265,0.0176,0.0973,-0.0237,0.0082,1.8593,positive,303.0,0.5446,116.0,100.0,22.0,1.6612
1 được 2,Đạt G,,single,16.0,2025-07-13,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",Rap/Hip-hop,3D4wiBNEJWZhdmVWaV1hSW,4R3mugkUqCALXgkwSptTbg,0.0,1 được 2 - đạt g.mp3,OK,OK,186.38,83.35,C#:min,0.190725,2204.78,-1.101,12.6321,-2.915,12.0815,-0.1307,9.6084,-1.109,10.0124,-100.7331,103.9502,96.9697,34.553,8.64,22.4598,14.7752,16.9301,1.648,15.9133,3.2413,14.9733,-5.6582,13.6217,5.2137,12.2305,-6.1913,12.5812,0.085012,4855.82,19.36,14.68,18.22,18.27,18.03,17.29,48.02,0.020371,1.6065,3.81,0.9788,0.3529,0.4293,0.3424,0.4683,0.5429,0.3494,0.3584,0.3454,0.4525,0.3592,0.3279,0.3748,-0.0263,-0.1611,-0.0809,0.0751,0.0287,-0.0115,1.6503,neutral,433.0,0.448,114.0,121.0,43.0,2.3232
1 đổi 1,2T,Ngọc Yến,single,10.0,2023-06-06,"vietnamese lo-fi, v-pop, vietnamese hip hop, vietnam indie","Rap/Hip-hop, Pop",6eF0Rwotc2si9psQrV9n8W,5a9t9Ace3c3WLhwlYXsTGH,0.0,1 đổi 1 - 2t.mp3,OK,OK,220.24,172.27,C:maj,0.216004,2138.2,-8.2918,13.2623,-12.5165,11.8879,-3.225,10.2749,-9.2218,10.0843,-120.1636,92.8916,91.3233,41.7873,-5.4705,34.4596,7.4795,24.4969,-12.1331,21.2654,-1.3342,18.5042,-3.9635,16.3147,-8.2818,17.0105,-2.2507,16.1908,0.097588,4246.9,20.96,19.0,21.92,20.9,19.76,19.74,47.85,0.020766,1.6813,3.66,0.9657,0.3687,0.2342,0.3005,0.1973,0.2661,0.3517,0.2403,0.4119,0.2552,0.3569,0.2697,0.2304,0.1293,0.2272,-0.0554,0.0214,0.0166,0.0007,2.1807,negative,473.0,0.3446,113.0,139.0,26.0,2.1477
1% (feat. Phúc Nguyên),Show It All Vietnam (Tân Binh Toàn Năng),Phúc Nguyên,single,47.0,2026-01-03,v-pop,Pop,5bU2BptxMCGcO5xFQxErBy,4SiNg3BrvdFycwTlO6HGKN,1.0,1% (feat. phúc nguyên) - show it all vietnam (tân binh toàn năng).mp3,OK,OK,260.66,95.7,E:maj,0.200103,2480.03,1.7453,10.599,-8.1721,9.4477,-3.9848,9.4603,-5.3524,9.7859,-85.5035,108.6468,85.3996,26.1549,-1.2216,21.3785,9.8537,15.1427,-3.6667,12.9462,-2.546,12.8615,-0.865,9.9736,1.0058,11.4442,-4.362,9.7007,0.097661,5492.07,21.29,17.51,20.41,21.54,20.44,19.14,49.55,0.018724,1.2737,3.29,0.954,0.3004,0.4253,0.2788,0.204,0.2939,0.2554,0.297,0.2408,0.3197,0.3517,0.3037,0.3898,0.0653,-0.1677,-0.0479,0.0153,0.0114,-0.0211,2.9615,negative,386.0,0.3964,117.0,99.0,19.0,1.4809
1-800-LOVE,MANBO,"HIEUTHUHAI, HURRYKNG",single,45.0,2020-07-25,"v-pop, vietnamese hip hop, vietnamese lo-fi, vietnam indie, vinahouse","Rap/Hip-hop, Pop, Indie",7K1yMkQqA9ZxHfa2y4XsY6,2rKtPYcwYmevNcaqzJOwvf,1.0,1-800-love - manbo.mp3,OK,OK,136.63,161.5,C#:maj,0.116783,2413.46,-2.5302,7.3562,-1.8846,6.1443,0.1222,6.1956,-4.5507,5.6074,-108.0894,100.4374,92.3298,33.6732,9.3015,14.2706,26.5077,11.2642,1.9057,7.8624,3.0907,8.9957,-2.7143,6.8021,-4.3267,8.3077,-4.9927,6.561,0.09886,5289.34,19.32,15.01,18.98,18.02,17.6,16.8,46.87,0.031395,1.2655,3.33,0.9777,0.2486,0.5837,0.2966,0.2029,0.1658,0.3081,0.3822,0.3242,0.7023,0.3771,0.2949,0.2037,-0.2479,-0.1495,-0.1504,-0.0146,0.0263,-0.0389,2.7109,positive,703.0,0.3997,227.0,231.0,27.0,5.1453
1.Bản Nhạc Buồn,B Ray,,single,43.0,2021-11-29,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",Rap/Hip-hop,7hKpFrGcYqnzNiwxN0tt3V,1WvNgEoB66jmHodcj15Zi9,1.0,1.bản nhạc buồn - b ray.mp3,OK,OK,222.27,89.1,C#:maj,0.169273,1723.04,-0.2284,11.209,-9.4035,9.804,-2.5418,10.1875,-8.4546,8.6568,-145.7695,111.623,115.0428,39.4106,15.3191,25.2045,21.3408,18.0629,4.8214,15.4835,0.5791,13.7233,-4.5436,12.409,-3.4235,11.8484,-8.0506,10.8887,0.062363,3655.05,19.88,16.61,19.08,17.68,17.66,17.51,47.72,0.011008,1.6036,3.02,0.9719,0.2541,0.3247,0.2816,0.37,0.2982,0.4393,0.3524,0.283,0.3792,0.341,0.346,0.2558,-0.1528,0.0129,-0.0768,-0.007,-0.0157,0.0004,1.8891,negative,525.0,0.4324,161.0,129.0,36.0,2.362
1/2,Lee À,"Dangrangto, BIG WIND",single,56.0,2023-10-08,"v-pop, vietnamese hip hop",Rap/Hip-hop,7cSGNw7yAauscxAkPrOCts,5CsUP7oVIX0RTxnxbiI3tf,1.0,12 - lee à.mp3,OK,OK,240.0,129.2,D:maj,0.172553,1764.07,-0.6144,9.2097,-7.738,8.7275,2.2253,9.4358,-4.5377,8.8799,-162.1791,106.9553,110.3511,35.0622,36.2747,28.0173,22.0185,16.1833,11.3312,14.7175,5.9077,13.8767,3.2966,10.3809,1.4163,10.2992,-6.5571,10.6895,0.047507,4055.01,23.64,16.38,20.7,18.51,17.29,17.5,46.92,0.009216,1.5794,3.69,0.9661,0.3637,0.2714,0.3652,0.3075,0.3236,0.3287,0.4864,0.495,0.4428,0.456,0.3208,0.3815,0.2274,0.0366,0.0363,0.0203,0.0102,-0.0018,3.2893,negative,763.0,0.4233,232.0,212.0,52.0,3.1792
10 Mất 1 Còn Không,BMZ,Nguyễn Thạc Bảo Ngọc,single,14.0,2025-08-16,"v-pop, vinahouse, vietnam indie, vietnamese lo-fi","Pop, Indie",5BITDvDS9PVbHZFysKeyEK,3euFcFd5Dc7JAz6t7oKg7m,0.0,10 mất 1 còn không - bmz.mp3,OK,OK,290.23,86.13,D#:min,0.188559,1563.45,4.7337,10.7653,-1.111,9.5467,-1.7984,9.6997,-1.7844,8.4273,-136.8979,112.3412,119.0781,34.7443,7.4952,21.4426,25.8018,18.3333,10.2235,13.0722,1.7504,11.6651,0.7157,11.3908,2.6757,9.913,-4.2526,11.2429,0.060603,3203.49,20.25,17.63,20.83,20.23,21.09,20.45,46.65,0.008554,1.0454,2.5,0.9661,0.2179,0.3326,0.2722,0.3916,0.2963,0.4565,0.4456,0.263,0.3027,0.2547,0.3727,0.2449,-0.2597,-0.0483,0.0103,-0.1607,0.0239,0.019,4.2567,negative,352.0,0.3125,119.0,85.0,19.0,1.2128
10 Mất 1 Còn Không,Lê Gia Bảo,BMZ,single,48.0,2025-05-08,"vinahouse, v-pop, vietnamese lo-fi, vietnam indie","Pop, Indie",4NksYk8JJnriSPy5eVj5MW,5li8A5IiLMLhqGNpd7putm,1.0,10 mất 1 còn không - lê gia bảo.mp3,OK,OK,290.23,86.13,A#:min,0.184694,1574.49,4.6399,10.7916,-1.1391,9.6198,-1.8096,9.8302,-1.8873,8.5662,-139.165,112.4934,117.9275,34.9281,7.8111,21.406,25.9214,18.2702,10.3339,12.922,1.8458,11.6076,0.6332,11.4372,2.6487,9.98,-4.406,11.4187,0.060755,3235.78,20.48,17.97,21.22,20.43,21.22,21.1,45.81,0.008427,1.0539,2.47,0.9654,0.2179,0.3327,0.2719,0.3912,0.2962,0.4565,0.4457,0.2628,0.3026,0.2548,0.3731,0.2449,-0.2617,-0.0487,0.0109,-0.1619,0.0243,0.019,4.2769,negative,352.0,0.3125,119.0,85.0,19.0,1.2128
10 Ngàn Năm,PC,,single,63.0,2019-12-21,"vietnamese hip hop, vietnamese lo-fi, v-pop, vietnam indie",Rap/Hip-hop,2pm7K14nHj2fLrpU8j9bit,3HD3V1nGFPwepBO7064Ij0,1.0,10 ngàn năm - pc.mp3,OK,OK,240.0,123.05,B:min,0.153054,1346.14,-3.573,12.277,-15.0615,11.6099,-6.0798,12.202,-11.8736,10.6835,-169.769,83.075,158.4801,43.7562,-1.9189,28.0533,3.4727,24.4167,-4.433,16.6088,-21.8571,15.6558,-15.4173,14.0186,-4.7369,14.1814,-14.6494,14.9434,0.070287,2421.79,21.67,15.62,20.54,22.93,19.51,22.13,47.97,0.006743,1.3705,3.78,0.9527,0.2334,0.2693,0.1821,0.2604,0.288,0.2339,0.4528,0.2861,0.2813,0.186,0.2954,0.3975,0.0478,-0.0214,0.0851,0.012,0.0114,-0.0051,2.5511,neutral,659.0,0.4734,191.0,191.0,32.0,2.7458
10 Năm Nữa,Freaky,"Chúc Hỷ, Pinny, shi",album,16.0,2025-08-28,"v-pop, vietnamese hip hop, vinahouse, vietnamese lo-fi","Rap/Hip-hop, Pop",5Szrf4AIJCBWVRoKs6lry7,3JlzPlR5FYYa402qPCCaAm,0.0,10 năm nữa - freaky.mp3,OK,OK,224.07,152.0,E:maj,0.251822,2420.1,7.6207,16.302,-10.5911,12.1733,2.6178,12.2852,-5.595,12.0235,-86.9081,82.4167,82.3428,35.9518,1.0337,29.6844,24.747,18.4878,6.3345,17.8604,2.672,17.3945,-4.1959,14.318,-1.6949,17.0187,-12.8899,16.0174,0.098361,4925.24,23.58,16.88,21.17,20.7,22.03,23.88,49.59,0.016534,1.8151,4.14,0.9651,0.3021,0.2787,0.2678,0.3759,0.5552,0.3479,0.3496,0.2869,0.3964,0.3561,0.3626,0.4995,0.065,-0.1755,0.0129,0.099,0.0109,-0.0063,2.9103,positive,603.0,0.4726,141.0,177.0,40.0,2.6911
"10/10 (feat. Phạm Đình Thái Ngân, Anh Tú Atus, Quang Trung & Hùng Huỳnh)","ANH TRAI ""SAY HI""","Pham Dinh Thai Ngan, Anh Tú Atus, Quang Trung, Hùng Huỳnh",album,39.0,2024-08-06,"v-pop, vietnamese hip hop","Rap/Hip-hop, Pop",0957NnFGigNAVOF8Am2Whl,4wZ6awunqaaVLl5j0WpDFu,0.0,"10_10 (feat. phạm đình thái ngân, anh tú atus, quang trung & hùng huỳnh) - anh trai say hi - pham dinh thai ngan, anh tú atus, quang trung, hùng huỳnh.mp3",OK,OK,216.0,117.45,D:min,0.234763,2349.79,6.5887,11.1881,-1.2198,10.8805,-3.2503,10.4038,-4.16,10.4087,-72.8953,106.0,86.9689,41.6303,3.9647,26.1644,22.4126,20.4012,9.0279,16.3875,8.8348,15.5127,-1.7819,13.8257,7.8956,11.2444,-0.1965,11.3112,0.097489,5072.6,21.15,14.66,18.66,18.21,18.53,18.23,47.74,0.027528,1.3827,3.23,0.9603,0.4665,0.4113,0.4999,0.4169,0.3698,0.4753,0.4141,0.4793,0.3887,0.4505,0.4823,0.3744,0.0439,0.1244,0.0137,-0.0709,-0.002,0.002,2.3798,positive,369.0,0.4228,117.0,131.0,10.0,1.7083
100 < 1,VƯƠNG BÌNH,,album,40.0,2024-11-04,"v-pop, vietnam indie","Pop, Indie",6kwUpCpzod4ZV5FT02SjYU,351mBX7BjjI2plbfozIzqb,1.0,100  1 - vương bình.mp3,OK,OK,298.56,143.55,C:maj,0.164724,1487.15,1.375,11.4631,-6.9192,9.2508,-8.5818,9.9484,-7.4752,9.016,-166.3372,107.083,130.9374,36.3701,7.3808,23.3755,5.4056,20.1143,3.386,13.1354,-3.0577,12.7372,-2.6864,12.1193,-0.6587,10.9222,-8.4755,10.2502,0.057265,2879.99,23.96,18.25,20.86,20.72,20.26,19.6,47.54,0.006043,1.2756,2.44,0.9595,0.3626,0.2708,0.3098,0.2491,0.3421,0.2968,0.2336,0.3591,0.276,0.2893,0.207,0.26,0.1418,0.1379,-0.0274,0.0938,-0.0017,-0.0054,2.9669,negative,374.0,0.385,88.0,119.0,10.0,1.2527
100 Cuộc Gọi Nhỡ,WOKEUP,"GREY D, VSTRA, Parys",album,48.0,2025-12-17,"vietnamese hip hop, v-pop","Rap/Hip-hop, Pop",3Zm3g89lnqqfngm30WRW5w,0qAJ604EZMbkbpZ9NN6W6d,1.0,100 cuộc gọi nhỡ - wokeup.mp3,OK,OK,204.81,123.05,A#:maj,0.239526,2799.56,3.5131,11.5293,-1.7571,12.0852,2.0684,10.8388,0.4355,9.5883,-59.9742,85.3346,72.4855,31.378,11.5532,29.9509,11.2862,19.7517,3.7346,16.7309,0.0947,16.1924,-0.6691,15.4486,1.9278,13.2091,-0.7072,11.9301,0.108853,6300.82,19.44,16.37,17.46,17.26,17.3,16.78,46.56,0.034018,1.8319,5.37,0.9584,0.3939,0.3312,0.4269,0.5427,0.4177,0.4784,0.373,0.4096,0.3291,0.3249,0.4697,0.354,-0.0963,0.1308,0.0304,-0.0083,0.0149,0.0058,1.5504,negative,504.0,0.4901,149.0,168.0,22.0,2.4608
100 Questions (feat. B Ray),V#,B Ray,album,30.0,2017-10-20,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",Rap/Hip-hop,6rjLEwE63g53eRO1DX6kqs,3XevJv2rTKu5WYtD0LW6om,1.0,100 questions (feat. b ray) - v#.mp3,OK,OK,231.47,143.55,D:maj,0.144269,1774.3,5.4966,11.3003,-5.031,10.8495,4.875,10.3505,5.2203,12.4726,-188.3736,100.029,114.3288,49.2199,9.3728,28.7571,23.941,20.0301,14.1535,16.4935,0.8088,15.4209,5.3372,13.6667,5.3579,15.1088,2.6993,13.3956,0.066935,3713.12,19.7,15.74,21.59,21.06,21.08,22.45,47.44,0.011321,1.4866,3.28,0.9656,0.3494,0.4126,0.3645,0.3576,0.4487,0.3603,0.3428,0.286,0.3164,0.4515,0.3707,0.3967,0.144,-0.1006,-0.1503,-0.2101,-0.0191,-0.0313,2.898,positive,476.0,0.4601,202.0,146.0,26.0,2.0564
1000 Ánh Mắt,Shiki,Obito,single,64.0,2024-06-27,"vietnamese hip hop, v-pop, vietnam indie","Rap/Hip-hop, Pop",5XfGQZA0ioQAWUjlyJRcHc,3hRnvEdu1iPyB6EzMBbuZq,1.0,1000 ánh mắt - shiki.mp3,OK,OK,152.0,143.55,G#:maj,0.210682,1727.87,9.7551,12.0594,-9.143,9.1937,-3.6026,9.0602,-6.1132,8.8305,-104.908,95.5226,120.2682,36.3017,-0.5638,23.9361,19.9746,17.0419,6.2186,13.6329,-6.1174,16.3424,0.9208,12.4062,-0.1558,13.1277,-12.6923,12.1789,0.068566,3491.3,24.45,18.38,21.73,20.89,18.7,20.9,47.27,0.008494,1.3399,2.53,0.9638,0.2159,0.3876,0.2442,0.4122,0.2656,0.3512,0.2257,0.2624,0.5225,0.2593,0.2278,0.1264,-0.3168,-0.0525,-0.0655,0.1279,-0.0092,-0.0305,3.1728,positive,271.0,0.3838,111.0,83.0,15.0,1.7829
10005,SIVAN,,single,33.0,2024-02-02,"v-pop, vietnam indie","Pop, Indie",0N1FzxCoBHNTZvA8ooUZsl,0wJWawRvX8K9joiK9QqkX5,0.0,10005 - sivan.mp3,OK,OK,218.88,123.05,E:maj,0.216222,1526.42,0.2951,15.3278,-8.0634,10.1629,-8.2152,10.091,-7.1478,10.1107,-165.7643,97.6771,124.2493,47.0956,26.5161,29.152,15.605,21.3027,13.8164,18.5262,-2.9163,15.4078,-2.4743,13.102,-1.6126,13.6561,-8.2651,12.0937,0.05203,3131.57,22.25,18.67,20.84,19.4,19.29,20.56,46.62,0.0164,1.2535,1.71,0.9704,0.324,0.3284,0.2511,0.2652,0.3524,0.2896,0.3717,0.329,0.4967,0.395,0.2833,0.3807,0.1137,-0.2517,0.017,0.0803,-0.0192,0.0053,3.3819,positive,233.0,0.4807,91.0,68.0,7.0,1.0645
1000KM,TRANG,,single,16.0,2018-09-19,"vietnam indie, v-pop, vietnamese lo-fi","Ballad, Pop, Indie",1fldLUbpe2tF9Q29bSt31s,2knyDFP4xw9wZEWA98JX6b,0.0,1000km - trang.mp3,OK,OK,255.0,152.0,F:maj,0.066677,1713.46,4.053,9.9282,-10.1092,10.1684,-2.5471,9.1105,-8.3417,9.5467,-255.9917,102.3639,123.2912,32.9501,27.8215,21.497,5.8724,19.5702,10.2196,13.2202,-5.6957,14.9816,6.715,12.8918,-6.2239,14.1362,1.5128,9.0562,0.054388,3864.68,18.93,18.52,22.48,22.78,21.38,20.89,47.49,0.004431,1.1321,2.46,0.9494,0.3021,0.1633,0.1739,0.1382,0.2746,0.4132,0.2213,0.3179,0.2373,0.3803,0.3263,0.2162,0.0241,0.293,-0.1175,-0.0209,0.0142,-0.0118,4.8296,negative,300.0,0.3167,83.0,84.0,14.0,1.1765
101520 (feat. Sol7 & prettyXIX),RAP VIỆT,"Sol7, prettyXIX",single,30.0,2021-12-22,"vietnamese hip hop, v-pop",Rap/Hip-hop,2axlAOp86SPuqSBlwLw4WM,1cPpd989kghzlZqfpP4KwL,1.0,101520 (feat. sol7 & prettyxix) - rap việt.mp3,OK,OK,193.87,103.36,D#:min,0.239454,2932.26,1.5882,10.52,-5.781,9.3381,-2.9478,8.1796,-5.9017,8.1054,-40.6401,112.3238,67.3269,38.559,9.81,23.6872,15.0076,17.6267,-5.1797,15.9266,4.244,12.8139,-7.806,11.7751,2.7988,10.2632,-14.1953,12.4132,0.128307,6283.98,23.41,16.98,19.98,18.66,18.16,17.42,49.54,0.037912,1.2625,3.33,0.9713,0.2834,0.3911,0.3201,0.4589,0.3227,0.3998,0.4607,0.3332,0.4546,0.3484,0.4383,0.2956,-0.2234,-0.0967,0.0242,-0.015,0.0047,0.0086,2.136,neutral,479.0,0.4697,193.0,116.0,12.0,2.4707
