title,artists,featured_artists,source,spotify_popularity,spotify_release_date,spotify_genres,spotify_track_id,match_key,__key__
THOÁT RA KHỎI EM,ANH TRAI SAY HI,"RIO, Phúc Du, Phạm Đình Thái Ngân, Jey B",zingmp3,54,2025-10-20,"v-pop, vietnamese hip hop",2AQxQi7yg65bjm6W679MTz,thoatrakhoiem||anhtraisayhi,"('thoát ra khỏi em', 'anh, hi, say, trai', 'b, du, jey, ngân, phúc, phạm, rio, thái, đình')"
THỨC,ANH TRAI SAY HI,"Vũ Cát Tường, Phạm Đình Thái Ngân, Hustlang Robber","apple, nct, zingmp3",0,2025-11-18,"v-pop, vietnamese hip hop",7o3USPnppZ8FYnH3NpPblz,thuc||anhtraisayhi,"('thức', 'anh, hi, say, trai', 'cát, hustlang, ngân, phạm, robber, thái, tường, vũ, đình')"
TRÀN BỘ NHỚ,ANH TRAI SAY HI,nan,new_hits_scraped_old,57,2024-08-31,"v-pop, vietnamese hip hop",2oVLEoBVDvYrGmzrU7dEm5,tranbonho||anhtraisayhi,"('tràn bộ nhớ', 'anh, hi, say, trai', 'nan')"
TRÌNH,HIEUTHUHAI,nan,"new_hits_scraped, new_hits_scraped_old",51,2024-11-07,"v-pop, vietnamese hip hop, vietnamese lo-fi, vietnam indie, vinahouse",0WjdaO545q9Qn4SQtzRQu9,trinh||hieuthuhai,"('trình', 'hieuthuhai', 'nan')"
TRỰC GIÁC,ANH TRAI SAY HI,"Vũ Cát Tường, Phạm Đình Thái Ngân, Hustlang Robber","new_hits_scraped, zingmp3",41,2025-11-24,"v-pop, vietnamese hip hop",1JRmFhHmVlTSVt9cFzFTI7,trucgiac||anhtraisayhi,"('trực giác', 'anh, hi, say, trai', 'cát, hustlang, ngân, phạm, robber, thái, tường, vũ, đình')"
Ta Cứ Đi Cùng Nhau,Đen,nan,"new_hits_scraped, new_hits_scraped_old",52,2017-09-11,"v-pop, vietnamese hip hop, vietnam indie, vietnamese lo-fi",0cuVWvlDAn6IErlvsZYKZf,tacudicungnhau||den,"('ta cứ đi cùng nhau', 'đen', 'nan')"
Ta Lại Say,Trịnh Đình Quang,nan,zingmp3,3,2025-11-13,"v-pop, vinahouse, vietnamese bolero",7woFnNPoypSl6iHkbFFLDE,talaisay||trinhdinhquang,"('ta lại say', 'quang, trịnh, đình', 'nan')"
Tay Em Cầm Thuốc,RPT Orijinn,nan,bsides_non_hit,13,2024-01-11,"vietnamese hip hop, v-pop",75T8CCYcek95gyT3SJAhkC,tayemcamthuoc||rptorijinn,"('tay em cầm thuốc', 'orijinn, rpt', 'nan')"
"Tha Thứ Cho Nhau Được Không? - From ""Chốt Đơn!""",ERIK,nan,bsides_non_hit,39,2025-08-13,"v-pop, vinahouse, vietnam indie",4r2F1NkPrZ6YqbJElyOPFP,thathuchonhauduockhongfromchotdon||erik,"('tha thứ cho nhau được không? from ""chốt đơn!""', 'erik', 'nan')"
Thao Thức,Dangrangto,nan,bsides_non_hit,38,2024-03-11,"vietnamese hip hop, v-pop",23g3fymKInK0hbcRKd1589,thaothuc||dangrangto,"('thao thức', 'dangrangto', 'nan')"
That's Just What I Do,Puppy,nan,bsides_non_hit,14,2024-01-23,"v-pop, vietnamese hip hop",43MxZ6STeaRLoHOdxS8plO,thatsjustwhatido||puppy,"(""that's just what i do"", 'puppy', 'nan')"
The Chosen One,Puppy,nan,bsides_non_hit,15,2024-01-23,"v-pop, vietnamese hip hop",01xdSF7Ih0miCqPLhVipOE,thechosenone||puppy,"('the chosen one', 'puppy', 'nan')"
The One For Me,KayC,nan,"new_hits_scraped, new_hits_scraped_old",52,2025-03-27,"vietnamese hip hop, v-pop, vietnam indie",3eJr9Z8KZuOTRblAeJi2zB,theoneforme||kayc,"('the one for me', 'kayc', 'nan')"
The Right Journey,RAP VIỆT,nan,new_hits_scraped_old,33,2020-11-08,"vietnamese hip hop, v-pop",2h1KRcol4TvqCl1Lf8RWio,therightjourney||rapviet,"('the right journey', 'rap, việt', 'nan')"
ThichThich,Phương Ly,nan,new_hits_scraped_old,52,2022-07-24,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",3rx7g2qRxKscgtQUiKwQvN,thichthich||phuongly,"('thichthich', 'ly, phương', 'nan')"
Thiên Lý Ơi,Jack - J97,nan,"new_hits_scraped, new_hits_scraped_old",55,2024-02-22,"v-pop, vinahouse, vietnamese lo-fi",3ztP5O7dJSha2PG429eUCb,thienlyoi||jackj97,"('thiên lý ơi', '-, j97, jack', 'nan')"
Thiên Mệnh,Quân A.P,Hải Đăng Doo,"new_hits_scraped, new_hits_scraped_old, zingmp3",58,2025-06-07,"v-pop, vietnamese lo-fi, vietnamese hip hop",0OB5hTu7ELKeVoD6JVRo6m,thienmenh||quanap,"('thiên mệnh', 'a, p, quân', 'doo, hải, đăng')"
Thành phố phía Đông,VƯƠNG BÌNH,nan,"new_hits_scraped, new_hits_scraped_old",54,2024-11-04,"v-pop, vietnam indie",23v3rSWUt4YqbyH8BHoYWs,thanhphophiadong||vuongbinh,"('thành phố phía đông', 'bình, vương', 'nan')"
Tháng Mấy Em Nhớ Anh?,Hà Anh Tuấn,nan,new_hits_scraped_old,48,2021-01-04,"v-pop, vietnam indie",7vAUaVWs9GmNJ6gg8H7FEm,thangmayemnhoanh||haanhtuan,"('tháng mấy em nhớ anh?', 'anh, hà, tuấn', 'nan')"
Thêm Bao Nhiêu Lâu,Đạt G,nan,spotify,60,2023-02-24,"v-pop, vietnamese hip hop, vinahouse",43zzuEWDotRcKlSFzrlJqs,thembaonhieulau||datg,"('thêm bao nhiêu lâu', 'g, đạt', 'nan')"
Thì Vui Biết Mấy,The Flob,Phùng Khánh Linh,zingmp3,28,2025-12-04,"vietnam indie, v-pop",3zmbgVpXt5neIPtuvMub0i,thivuibietmay||theflob,"('thì vui biết mấy', 'flob, the', 'khánh, linh, phùng')"
Thíc Qé,Wxrdie,nan,bsides_non_hit,44,2024-11-12,"vietnamese hip hop, v-pop",4ehDsgVpIKzoytATKYsDNj,thicqe||wxrdie,"('thíc qé', 'wxrdie', 'nan')"
Thích Em Hơi Nhiều,Wren Evans,nan,"new_hits_scraped, new_hits_scraped_old",55,2021-06-18,"v-pop, vietnam indie, vietnamese hip hop, vinahouse",45Mswno1F7FoZkcmQkp7fi,thichemhoinhieu||wrenevans,"('thích em hơi nhiều', 'evans, wren', 'nan')"
Thôi Em Đừng Đi,RPT MCK,nan,"new_hits_scraped, new_hits_scraped_old",55,2023-03-02,"vietnamese hip hop, v-pop, vietnam indie",7kpNUrBDYDoX6QKGzrBD1R,thoiemdungdi||rptmck,"('thôi em đừng đi', 'mck, rpt', 'nan')"
Thôi em đừng khóc,Phạm Kỳ,nan,bsides_non_hit,31,2025-10-04,"vinahouse, v-pop, vietnamese lo-fi",6RSjrWXw9y76qygGImRsYT,thoiemdungkhoc||phamky,"('thôi em đừng khóc', 'kỳ, phạm', 'nan')"
Thăm nhà Rùa,Ân ngờ,nan,bsides_non_hit,32,2024-09-23,"v-pop, vietnam indie",6BOW5gQQBrqFksRnMhT6Lk,thamnharua||anngo,"('thăm nhà rùa', 'ngờ, ân', 'nan')"
Thương Em,Đức Phúc,nan,bsides_non_hit,16,2025-09-08,"v-pop, vietnam indie, vinahouse",0tnXPMb5NR08pvh04wSnlC,thuongem||ducphuc,"('thương em', 'phúc, đức', 'nan')"
Thương Em Là Điều Anh Không Thể Ngờ,Noo Phước Thịnh,nan,"new_hits_scraped, new_hits_scraped_old",54,2018-12-18,"v-pop, vinahouse",2gT5LL3uRANxvvmDxaULbQ,thuongemladieuanhkhongthengo||noophuocthinh,"('thương em là điều anh không thể ngờ', 'noo, phước, thịnh', 'nan')"
Thương Xuân Ca,Nguyễn Hữu Kha,nan,bsides_non_hit,2,2024-01-26,"vinahouse, v-pop",6dtv7qdWVOj5UXXt3zettx,thuongxuanca||nguyenhuukha,"('thương xuân ca', 'hữu, kha, nguyễn', 'nan')"
Thấu Hiểu,An Vũ,nan,bsides_non_hit,5,2024-06-17,"v-pop, vinahouse, vietnamese lo-fi",3cFOA7zgCHW7cGFgnqwjiD,thauhieu||anvu,"('thấu hiểu', 'an, vũ', 'nan')"
Thấy (buonhonmotchut) (feat. Goddy),Táo,nan,bsides_non_hit,16,2025-05-11,"vietnamese hip hop, vietnamese lo-fi, vietnam indie, v-pop",7rD1pxeM04b1C1waotymuW,thaybuonhonmotchut||tao,"('thấy buonhonmotchut', 'táo', 'goddy, nan')"
Thấy Chưa,Ngọt,nan,"new_hits_scraped, new_hits_scraped_old",55,2022-11-25,"vietnam indie, v-pop, vietnamese lo-fi, vietnamese hip hop",4r7hIDwLsasMfj6nk2Wrib,thaychua||ngot,"('thấy chưa', 'ngọt', 'nan')"
Thế Giới Chia Đôi,Châu Dương,nan,zingmp3,27,2025-10-12,"vinahouse, v-pop, vietnam indie",5rhrFhbyWqLnQD37trFu8b,thegioichiadoi||chauduong,"('thế giới chia đôi', 'châu, dương', 'nan')"
Thế Giới Này Có Nhiều Người Tốt,Trungg I.U,nan,bsides_non_hit,38,2025-06-11,"v-pop, vinahouse, vietnam indie",5Xio61DvadPZyHEzPtBbko,thegioinayconhieunguoitot||trunggiu,"('thế giới này có nhiều người tốt', 'i, trungg, u', 'nan')"
Thủy Triều,Quang Hùng MasterD,nan,"new_hits_scraped, new_hits_scraped_old",57,2024-02-12,"v-pop, vinahouse, vietnamese hip hop",2CFC7iLurCyDYuXQcfem2l,thuytrieu||quanghungmasterd,"('thủy triều', 'hùng, masterd, quang', 'nan')"
Tin Nhắn Sau Cùng,Juky San,nan,bsides_non_hit,36,2024-12-14,"v-pop, vietnamese hip hop, vietnam indie",4P05WuzPnCN2vqH50RyrLt,tinnhansaucung||jukysan,"('tin nhắn sau cùng', 'juky, san', 'nan')"
Tiếc Nuối Năm Tháng Xuân Thì,Việt Anh,nan,bsides_non_hit,20,2025-10-12,"vinahouse, v-pop",5F99FNjWIkniddf9xExZzQ,tiecnuoinamthangxuanthi||vietanh,"('tiếc nuối năm tháng xuân thì', 'anh, việt', 'nan')"
Tiến Hay Lùi (Nụ Hôn Bạc Tỷ Original Soundtrack),Bùi Công Nam,nan,"new_hits_scraped, new_hits_scraped_old",56,2025-01-21,"v-pop, vietnam indie",5ca1aUHYwTDNO5E6unithq,tienhayluinuhonbactyoriginalsoundtrack||buicongnam,"('tiến hay lùi nụ hôn bạc tỷ original soundtrack', 'bùi, công, nam', 'nan')"
Tiến Tới Ước Mơ 2 (feat. Rhymastic & SlimV) - Vươn Mình Vượt Trội,SOOBIN,nan,bsides_non_hit,34,2025-06-20,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",3aGxbvI7bSoLm8amDLPChw,tientoiuocmo2vuonminhvuottroi||soobin,"('tiến tới ước mơ 2 vươn mình vượt trội', 'soobin', 'nan, rhymastic, slimv')"
Tiền Nhiều Để Làm Gì,RAP VIỆT,nan,new_hits_scraped_old,39,2020-10-19,"vietnamese hip hop, v-pop",79ME0P8ch9estARqe674HK,tiennhieudelamgi||rapviet,"('tiền nhiều để làm gì', 'rap, việt', 'nan')"
Tiểu Thần Tiên,Khả Hiệp,nan,zingmp3,3,2025-11-20,"vinahouse, v-pop",7bhpianvGtt5nrXLisBgUz,tieuthantien||khahiep,"('tiểu thần tiên', 'hiệp, khả', 'nan')"
Track 06,Tyronee,nan,"new_hits_scraped, new_hits_scraped_old",61,2024-12-05,"v-pop, vietnam indie, vietnamese hip hop",72NMPuJCRsOUoXQJdzVfdo,track06||tyronee,"('track 06', 'tyronee', 'nan')"
Trao Về Anh,Juky San,nan,"bsides_non_hit, zingmp3",40,2025-07-15,"v-pop, vietnamese hip hop, vietnam indie",33hsLCLlUSzqdzIcc0WR5S,traoveanh||jukysan,"('trao về anh', 'juky, san', 'nan')"
Trong Bao Nỗi Buồn,Ronboogz,nan,bsides_non_hit,44,2025-04-04,"v-pop, vietnamese hip hop, vietnam indie",6EY7APohRpAo7qozuKSZGn,trongbaonoibuon||ronboogz,"('trong bao nỗi buồn', 'ronboogz', 'nan')"
Truyen Thai Y,Ngô Kiến Huy,nan,new_hits_scraped_old,42,2019-08-27,v-pop,70SyyW2Z1A5UNY3g8bPo5I,truyenthaiy||ngokienhuy,"('truyen thai y', 'huy, kiến, ngô', 'nan')"
Trà Và Cà Phê,Chi Xê,nan,zingmp3,55,2025-10-28,"v-pop, vietnam indie",2jI2eny6tiU4s9wS7aCegq,travacaphe||chixe,"('trà và cà phê', 'chi, xê', 'nan')"
Trái đất ôm Mặt trời,Kai Đinh,nan,"new_hits_scraped, new_hits_scraped_old",54,2023-12-18,"v-pop, vietnamese lo-fi, vietnam indie",4NTanSVXBkQ2NmDEbr2vLE,traidatommattroi||kaidinh,"('trái đất ôm mặt trời', 'kai, đinh', 'nan')"
Trên Tình Bạn Dưới Tình Yêu,MIN,nan,"new_hits_scraped, new_hits_scraped_old",54,2022-03-21,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",46DiCDUqxQMUU6fSpBvSRG,trentinhbanduoitinhyeu||min,"('trên tình bạn dưới tình yêu', 'min', 'nan')"
Trí Nhớ Kề Tai,Nhâm Phương Nam,nan,zingmp3,26,2025-11-09,v-pop,3auUhZ6N5TAUQNAgdfA84n,trinhoketai||nhamphuongnam,"('trí nhớ kề tai', 'nam, nhâm, phương', 'nan')"
Trước Khi Em Tồn Tại,Thắng,nan,"new_hits_scraped, new_hits_scraped_old, spotify",60,2023-04-30,"vietnam indie, v-pop, vietnamese hip hop",1yo967mk7CpjvruNxBecOY,truockhiemtontai||thang,"('trước khi em tồn tại', 'thắng', 'nan')"
Trạm Dừng Của Anh,Isaac,nan,zingmp3,26,2025-12-11,"v-pop, vietnamese hip hop",2jparLzumZ4T0hLDGlHfeS,tramdungcuaanh||isaac,"('trạm dừng của anh', 'isaac', 'nan')"
Trả Chìa Khoá,(S)TRONG,nan,bsides_non_hit,33,2025-09-24,"v-pop, vietnam indie",6tFA6mKP4w5wbVhLFrmidX,trachiakhoa||strong,"('trả chìa khoá', 's, trong', 'nan')"
Trốn Tìm,Đen,nan,new_hits_scraped_old,49,2021-05-15,"v-pop, vietnamese hip hop, vietnam indie, vietnamese lo-fi",34uOIsoy6ETS2sxOTWBRDF,trontim||den,"('trốn tìm', 'đen', 'nan')"
Trời hôm nay nhiều mây cực!,Đen,nan,new_hits_scraped_old,44,2020-08-07,"v-pop, vietnamese hip hop, vietnam indie, vietnamese lo-fi",703QXwWn5KdNaoviarYHAO,troihomnaynhieumaycuc||den,"('trời hôm nay nhiều mây cực!', 'đen', 'nan')"
Trở Về,Wxrdie,JustaTee,spotify,60,2024-11-12,"vietnamese hip hop, v-pop",0oL2jCTf9P9a7flY5mCpYu,trove||wxrdie,"('trở về', 'wxrdie', 'justatee')"
Tu Phu,Hoàng Thùy Linh,nan,new_hits_scraped_old,31,2019-10-20,"v-pop, vinahouse, vietnamese hip hop, vietnam indie",5KWeHCDuYBslakPuaoQ9yB,tuphu||hoangthuylinh,"('tu phu', 'hoàng, linh, thùy', 'nan')"
"TÌNH ĐẦU QUÁ CHÉN (feat. Quang Hùng MasterD, Negav, Pháp Kiều & Erik)",ANH TRAI SAY HI,nan,"new_hits_scraped, new_hits_scraped_old",55,2024-09-18,"v-pop, vietnamese hip hop",3Nn9QjxOEj1pleW9xTG6cq,tinhdauquachen||anhtraisayhi,"('tình đầu quá chén', 'anh, hi, say, trai', 'erik, hùng, kiều, masterd, nan, negav, pháp, quang')"
TÍN HIỆU YÊU,EM XINH SAY HI,nan,bsides_non_hit,41,2025-08-11,v-pop,78tuqCCWm2SeJulE8rsYmr,tinhieuyeu||emxinhsayhi,"('tín hiệu yêu', 'em, hi, say, xinh', 'nan')"
Tái Sinh,Tùng Dương,nan,"new_hits_scraped, new_hits_scraped_old",52,2024-11-16,"v-pop, vinahouse",1dwlNRSofg8qKgBTqfqbft,taisinh||tungduong,"('tái sinh', 'dương, tùng', 'nan')"
Tâm Sự Tuổi 30,Trịnh Thăng Bình,nan,"new_hits_scraped, new_hits_scraped_old",51,2018-07-25,"v-pop, vinahouse",5H7c7TWQaFz7qQs3UCmtHZ,tamsutuoi30||trinhthangbinh,"('tâm sự tuổi 30', 'bình, thăng, trịnh', 'nan')"
Tèn Tèn Girls!,RAP VIỆT,nan,new_hits_scraped_old,29,2020-11-16,"vietnamese hip hop, v-pop",7ssVARiCxa9KentfZXhZEr,tentengirls||rapviet,"('tèn tèn girls!', 'rap, việt', 'nan')"
Tình Bạn Diệu Kỳ,Amee,nan,new_hits_scraped_old,36,2021-02-23,"vietnamese hip hop, v-pop, vietnam indie",3AK7BhcFM7pyRo5ggu8ido,tinhbandieuky||amee,"('tình bạn diệu kỳ', 'amee', 'nan')"
Tình Nào Không Như Tình Đầu,Trung Quân,nan,new_hits_scraped_old,43,2020-03-09,"v-pop, vietnam indie",5gF1ovEigsnG32miYUEafF,tinhnaokhongnhutinhdau||trungquan,"('tình nào không như tình đầu', 'quân, trung', 'nan')"
Tình Yêu Buông Tha Cho Chúng Ta,Trungg I.U,nan,"new_hits_scraped, new_hits_scraped_old",56,2025-01-02,"v-pop, vinahouse, vietnam indie",3hjirCdXFnVJDZsXlOfhfd,tinhyeubuongthachochungta||trunggiu,"('tình yêu buông tha cho chúng ta', 'i, trungg, u', 'nan')"
Tình Yêu Vô Giá,Hải Đăng Doo,nan,bsides_non_hit,40,2025-04-25,v-pop,3hRuEHhfohR3IxU0VMXFmN,tinhyeuvogia||haidangdoo,"('tình yêu vô giá', 'doo, hải, đăng', 'nan')"
Tình cờ yêu em,Kuun Đức Nam,nan,"new_hits_scraped, new_hits_scraped_old, spotify",58,2023-06-10,"v-pop, vietnam indie",0gzpqwLf1jhNjnSJEyweAX,tinhcoyeuem||kuunducnam,"('tình cờ yêu em', 'kuun, nam, đức', 'nan')"
Tình Đang Farm,Đặng Vĩnh Thịnh,nan,bsides_non_hit,6,2025-07-21,"v-pop, vietnam indie",1XTrtPInHMOu5oW4vDbozR,tinhdangfarm||dangvinhthinh,"('tình đang farm', 'thịnh, vĩnh, đặng', 'nan')"
Tò Te Tí,Wren Evans,nan,"new_hits_scraped, new_hits_scraped_old",56,2023-12-17,"v-pop, vietnam indie, vietnamese hip hop, vinahouse",0X28PqBpbQhWdi4usYw0w5,toteti||wrenevans,"('tò te tí', 'evans, wren', 'nan')"
Túc Duyên,Đoàn Lâm,nan,zingmp3,31,2025-10-17,"vinahouse, vietnamese bolero",5bRdUP0aebtP4fh1HwmwOK,tucduyen||doanlam,"('túc duyên', 'lâm, đoàn', 'nan')"
Tại Vì Sao,RPT MCK,nan,new_hits_scraped_old,58,2023-03-02,"vietnamese hip hop, v-pop, vietnam indie",3440g8awr2l0E5Yy2X5Epk,taivisao||rptmck,"('tại vì sao', 'mck, rpt', 'nan')"
Tản Mạn Tình Yêu,Minh Đinh,nan,bsides_non_hit,23,2025-05-16,"vietnam indie, v-pop, vietnamese hip hop",3wUXFCy3flStFatZSzzUeh,tanmantinhyeu||minhdinh,"('tản mạn tình yêu', 'minh, đinh', 'nan')"
TẬN SÂU,Trungg I.U,nan,bsides_non_hit,22,2025-10-17,"v-pop, vinahouse, vietnam indie",0A0QUox3xgxoPHuKVFt8yi,tansau||trunggiu,"('tận sâu', 'i, trungg, u', 'nan')"
Tập 659,Ân ngờ,nan,bsides_non_hit,37,2024-09-23,"v-pop, vietnam indie",1vWghiYgQjyNN7aRkH1hSk,tap659||anngo,"('tập 659', 'ngờ, ân', 'nan')"
Tết Này Để Con Lo,Đức Phúc,nan,bsides_non_hit,16,2025-01-06,"v-pop, vietnam indie, vinahouse",1C3eD8wxdWwPDSYHQCOZwY,tetnaydeconlo||ducphuc,"('tết này để con lo', 'phúc, đức', 'nan')"
Tết Đến,RHYDER,nan,bsides_non_hit,29,2024-01-15,"v-pop, vietnamese hip hop",5ASyAmGRy1pCm2eX4Vl0GE,tetden||rhyder,"('tết đến', 'rhyder', 'nan')"
TỎA SÁNG NHƯ NHỮNG VÌ SAO,Lyly,nan,bsides_non_hit,24,2024-11-16,"v-pop, vietnamese hip hop, vietnam indie",4ahhPCNKvLDXnf4CML4J9Y,toasangnhunhungvisao||lyly,"('tỏa sáng như những vì sao', 'lyly', 'nan')"
Tớ Thích Cậu,Han Sara,nan,"new_hits_scraped, new_hits_scraped_old",50,2017-08-15,"v-pop, vietnamese hip hop",0JmYRsO1sanvPDPWKYk2r2,tothichcau||hansara,"('tớ thích cậu', 'han, sara', 'nan')"
TỪNG,EM XINH SAY HI,"Lyly, Lâm Bảo Ngọc, Liu Grace, Han Sara, DANMY",zingmp3,55,2025-06-09,v-pop,4qaIt8XGSKAJND4OXd4hPe,tung||emxinhsayhi,"('từng', 'em, hi, say, xinh', 'bảo, danmy, grace, han, liu, lyly, lâm, ngọc, sara')"
Từ Ngày Có Em,14 Casper,nan,bsides_non_hit,9,2024-01-01,"v-pop, vietnamese lo-fi, vietnam indie",4NOi0et5578OAnF0wg3UEj,tungaycoem||14casper,"('từ ngày có em', '14, casper', 'nan')"
Từ Đó Về Sau,Karik,nan,bsides_non_hit,26,2024-07-11,"v-pop, vietnamese hip hop, vietnam indie",5zWW66pRt3v9rnJDslY9SK,tudovesau||karik,"('từ đó về sau', 'karik', 'nan')"
Từng Là Của Nhau,Bảo Anh,nan,new_hits_scraped_old,47,2022-08-30,"v-pop, vietnam indie",5KYv3kORBKUmVEoqbRRWxt,tunglacuanhau||baoanh,"('từng là của nhau', 'anh, bảo', 'nan')"
Tự Hào Màu Áo Lính,Thái Học,nan,bsides_non_hit,42,2025-06-01,"vinahouse, v-pop, vietnamese bolero, vietnamese lo-fi",3C1cB3pKENnQOL1hNwIDfc,tuhaomauaolinh||thaihoc,"('tự hào màu áo lính', 'học, thái', 'nan')"
Tự Tâm,ERIK,nan,bsides_non_hit,27,2024-05-28,"v-pop, vinahouse, vietnam indie",0G1P2R8vQs4b1be8NndeMD,tutam||erik,"('tự tâm', 'erik', 'nan')"
VIỆT NAM TÔI ĐÓ,SOOBIN,nan,bsides_non_hit,36,2025-01-09,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",6lNfj1VcaETCDfCuZJYj8I,vietnamtoido||soobin,"('việt nam tôi đó', 'soobin', 'nan')"
VOVE,RPT Orijinn,nan,bsides_non_hit,24,2025-11-01,"vietnamese hip hop, v-pop",5q56opDJvAjfUjXEKQwSor,vove||rptorijinn,"('vove', 'orijinn, rpt', 'nan')"
Va Vào Giai Điệu Này,RAP VIỆT,nan,new_hits_scraped_old,45,2020-11-08,"vietnamese hip hop, v-pop",3U5WFUIgOaA1U7GdTs4yjQ,vavaogiaidieunay||rapviet,"('va vào giai điệu này', 'rap, việt', 'nan')"
Viên Sỏi Thơ,Jun Phạm,Duy Khánh 周周,zingmp3,29,2025-09-26,v-pop,3bfoYvHGDqoaZN9c2nlfUF,viensoitho||junpham,"('viên sỏi thơ', 'jun, phạm', 'duy, khánh, 周周')"
Viên Đá Nhỏ,An Vũ,nan,bsides_non_hit,18,2024-12-19,"v-pop, vinahouse, vietnamese lo-fi",3NdtjZ6H7tQZNcrQZv3v8J,viendanho||anvu,"('viên đá nhỏ', 'an, vũ', 'nan')"
Việt Nam Tử Tế,DTAP,nan,bsides_non_hit,32,2025-08-19,v-pop,7t4QaaX3Gqdt8g3GcJJDrB,vietnamtute||dtap,"('việt nam tử tế', 'dtap', 'nan')"
VÔ SỐ LẦN TÌNH CỜ,ANH TRAI SAY HI,"CONGB, Ngô Kiến Huy, R.I.O., OgeNus, Dillan Hoàng Phan","apple, zingmp3",40,2025-11-18,"v-pop, vietnamese hip hop",6a5UQCXi8G72ju982sSXtE,vosolantinhco||anhtraisayhi,"('vô số lần tình cờ', 'anh, hi, say, trai', 'congb, dillan, hoàng, huy, i, kiến, ngô, o, ogenus, phan, r')"
Và Thế Giới Đã Mất Đi Một Người Cô Đơn,marzuz,Changg,spotify,58,2024-05-18,"v-pop, vietnam indie, vietnamese hip hop",6Qwl74olNi1rl65FNxG5We,vathegioidamatdimotnguoicodon||marzuz,"('và thế giới đã mất đi một người cô đơn', 'marzuz', 'changg')"
Và Thế Là Hết,Chillies,nan,"new_hits_scraped, new_hits_scraped_old",51,2018-12-24,"v-pop, vietnam indie, vietnamese hip hop",0Bk064jKjWtfdOD8UkcImR,vathelahet||chillies,"('và thế là hết', 'chillies', 'nan')"
Và Tôi Cũng Yêu Em - Yêu Em Dài Lâu,Hà Nhi,nan,bsides_non_hit,25,2025-01-25,"v-pop, vinahouse, vietnam indie, vietnamese lo-fi",6EckHXHQ0Xd7D74P4TKnxe,vatoicungyeuemyeuemdailau||hanhi,"('và tôi cũng yêu em yêu em dài lâu', 'hà, nhi', 'nan')"
Vài Đồng Bạc Lẻ,Khang Việt,nan,zingmp3,32,2025-11-07,"vinahouse, v-pop",2oFf4MlO3GGJ1IYZq5dV4F,vaidongbacle||khangviet,"('vài đồng bạc lẻ', 'khang, việt', 'nan')"
Vì Anh Đau,CoolKid,nan,bsides_non_hit,36,2025-04-24,"v-pop, vietnamese hip hop",4pw9O3kNtpKKKZLmtEx7Gy,vianhdau||coolkid,"('vì anh đau', 'coolkid', 'nan')"
Vì Mẹ Anh Bắt Chia Tay,Miu Lê,nan,new_hits_scraped_old,44,2022-06-13,"v-pop, vietnamese hip hop, vinahouse",5mG5cQE6SEYxnGCX3I09IC,vimeanhbatchiatay||miule,"('vì mẹ anh bắt chia tay', 'lê, miu', 'nan')"
Vì Yêu Cứ Đâm Đầu,MIN,nan,"new_hits_scraped, new_hits_scraped_old",57,2020-07-29,"v-pop, vietnamese hip hop, vietnam indie, vinahouse",5YHDp3PnCQu8GsumxW65TG,viyeucudamdau||min,"('vì yêu cứ đâm đầu', 'min', 'nan')"
Vòng Xoáy,Minh Đinh,nan,bsides_non_hit,16,2025-05-16,"vietnam indie, v-pop, vietnamese hip hop",4HCT5Lc7kkjLcD8mMlpUQC,vongxoay||minhdinh,"('vòng xoáy', 'minh, đinh', 'nan')"
Vô Tình Như Em,Quang Đăng Trần,nan,bsides_non_hit,20,2025-05-31,"vietnamese lo-fi, v-pop, vinahouse",0u23VEYtvfgUdZ70zSI7Rf,votinhnhuem||quangdangtran,"('vô tình như em', 'quang, trần, đăng', 'nan')"
Vùng Ký Ức,Chillies,nan,"new_hits_scraped_old, spotify",59,2021-05-05,"v-pop, vietnam indie, vietnamese hip hop",3H6nzsPNMttEvUl3ai3xN8,vungkyuc||chillies,"('vùng ký ức', 'chillies', 'nan')"
Vùng Xám,Văn Mai Hương,GREY D,apple,44,2025-12-11,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",3JepFa5DdsuYy8iuW4YeTY,vungxam||vanmaihuong,"('vùng xám', 'hương, mai, văn', 'd, grey')"
Vườn Hồng,Văn Mai Hương,"Chi Pu, Hà Trần","apple, zingmp3",0,2025-11-17,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",6NR4TWqZKlLlri54o9yjsY,vuonhong||vanmaihuong,"('vườn hồng', 'hương, mai, văn', 'chi, hà, pu, trần')"
Vườn mây vừa hay,Ân ngờ,MYLINA,"spotify, zingmp3",59,2025-08-23,"v-pop, vietnam indie",084taGXkVELabQBsFMFGL8,vuonmayvuahay||anngo,"('vườn mây vừa hay', 'ngờ, ân', 'mylina')"
VẠN LÝ ĐỘC HÀNH,ANH TRAI SAY HI,Karik,"nct, zingmp3",41,2025-12-01,"v-pop, vietnamese hip hop",3VZ8FQU6dxZsMbHSU0XsO8,vanlydochanh||anhtraisayhi,"('vạn lý độc hành', 'anh, hi, say, trai', 'karik')"
