artist_id,artist_name,genres,followers,popularity
1jjmZBGpBwooBC8x2i2PH7,Quanvrox,"vietnamese lo-fi, v-pop",2903,25
1jLM6ulW6ldwRWX9smNYmt,267,"v-pop, vietnam indie",28670,42
1Jmkhzve9TuXHUUWGmpANw,Wxrdie,"vietnamese hip hop, v-pop",806564,61
1JPTGVvAPZbLRPhUjwNnCe,Don Nguyen,"v-pop, vinahouse",390,9
1JPTuJJ7KzpwcDCOWkEjUb,Boyzed,"vietnamese hip hop, v-pop",3254,41
1K3Oc9Q3wYgZANTcpsRq3C,Catchellers,"v-pop, vietnam indie",2939,33
1kisOgQZlBhZh0miDdjSYC,QuocKiet,"v-pop, vietnamese hip hop",1191,27
1kkjziIuDXOLwncUuAU9N6,Tony Huymie,"vietnamese hip hop, v-pop",200,10
1KLRO4UHKmiwS0grGzFdgT,Dế Choắt (DC),"vietnamese hip hop, v-pop, vietnam indie",37633,22
1kLUVaR8SEp62AN76obGb7,Bạch Khổng Tước,v-pop,441,6
1ktF7rg4Hf16PcJvImutDt,Not Afraid Music,"vinahouse, vietnamese hip hop, v-pop",2800,14
1L1VfizWn4DkFt602yD80U,ERIK,"v-pop",1166485,55
1L2VD3TPgcbUod5IID06xJ,Hương Giang,"v-pop, vietnamese bolero",60445,33
1L8wzPc0qgJsvSDU33LBxJ,Thiên Tôn,vietnamese bolero,1514,19
1LEtM3AleYg1xabW6CRkpi,Đen,"v-pop, vietnamese hip hop",4649565,58
1LEzXd7eLB1KiBhoDODFsX,Tra My,"v-pop, vinahouse",8306,31
1LizFsdyfdlEJlah6l88PU,Neko Lê,"v-pop, vinahouse, vietnamese lo-fi, vietnamese hip hop",9894,34
1lMI4zXuNgD2J4GWFkSv5Z,Star Online,"vinahouse, v-pop, vietnamese lo-fi",2094,37
1Lwn6T7n3PbLW0UjTLRL8S,Phạm Minh Thành,"v-pop, vietnam indie",481,17
1LYLHVd7Nff9GmBSiSiXrp,FBBOIZ,"v-pop, vietnamese hip hop",567,21
1m6he8LyPvI8k7iImyPZO6,Hằng ssi,"v-pop, vietnam indie",1714,26
1m8EOH3PWa22EUbKRkOXiR,Sol'bass,"vietnamese hip hop, v-pop, vietnam indie",2195,33
1ma3TrLUybMfzzNkfPS82Q,Simple Tommy,vietnamese hip hop,61,3
1marWJ3Id2c1evTL8eV1lb,Tố My,"vietnamese bolero, bolero",18043,24
1MhkIGTycLTXCgjfr1v5s5,Khoai Lang Thang,"v-pop, vietnam indie",3303,23
1mJGVcicJjUlltZ4okwGhn,traitimtrongvang,"v-pop, vietnam indie",267,24
1mlZRnekQgYGn3nyIgAsze,PT3,"vietnamese hip hop, v-pop",55,0
1mmFalFg0MfyklLhv2W7hK,Nimbia,"vietnamese hip hop, v-pop, vinahouse",608,19
1mrZxkNeuJ5mo6zHA3epyl,VieOn,v-pop,172,2
1MTANbmLhUqJXlLuqADGE7,NIT,"v-pop, vietnamese lo-fi, vinahouse",15410,44
1Mvyth8k2SUg7F2H3HKjvT,Helinn,"v-pop, vietnamese hip hop",2459,41
1mZMrngksK45xA6GYOpxPt,Quách Tuấn Du,"vietnamese bolero, vinahouse, bolero, v-pop",14674,24
1n9JKdEdLxrbgJiqz1WZFJ,Tăng Duy Tân,"v-pop, vinahouse, vietnamese lo-fi",423707,50
1Nh6MzwlgL1u1YWj7mNVh6,Denis Dang,v-pop,366,20
1NM99SQTX93oCkzvNXWJCf,Double2T,"v-pop, vietnamese hip hop",106044,33
1NmXBJmny6vG3QCief6sg2,Đức Duy,v-pop,845,43
1nr1SdJw4IYn1p3FsIgJW6,Lotdaynee,v-pop,24,10
1nRX8IcTrFsdqPB0hfM0gI,NBoro,"v-pop, vinahouse",297,19
1ntCsguH9wLbZZmYchWtls,Ngọc Minh,"vietnamese bolero, bolero",866,12
1nX1HVIUo1Zfs3e2v3lFb9,Changg,"v-pop, vietnam indie, vietnamese lo-fi",187311,53
1Nym4K1ewbdN8mcp5lClSD,minhmin,"vietnam indie, v-pop",881,15
1oD9fKbb7qQ2nhn9JJC24F,Thắng,"vietnam indie, v-pop, vietnamese hip hop",358997,53
1OddV3rTOMzXoQtOHdS0qW,LeNham,v-pop,84,6
1oGiVaqkKzc2TW7RQww1EZ,5 Dòng Kẻ,v-pop,488,2
1OhNriuKN9X0SnrgfGz90R,Cường Bạch,v-pop,6134,43
1OIYKbmhG0RxPXvVPNj3NN,Madihu,"v-pop, vietnam indie, vietnamese hip hop",305246,53
1OnnVNvbz0OsApDXHUX2bM,Phí Phương Anh,"v-pop, vietnamese lo-fi",55121,36
1orAHHTBWJzyBWdqtnNk3H,Drasta,"vietnamese hip hop, v-pop",128,4
1OrCTRn0gV2cDx5SmAjq65,Mai Xuân Thứ,v-pop,184,22
1owVn9TB2AwdiPqkaD29wX,Nhật Hoàng,"v-pop, vietnamese hip hop",24081,36
1oXWd6Xc84KEx95VsXYAFM,Diem Suong,"vietnamese bolero, v-pop",3788,26
1OXwJdOOL0Mio8zgA01OFB,D Empty,v-pop,5204,30
1pKPrziZw7C4GvOlBIXqP5,CAPTAIN BOY,"v-pop, vietnamese hip hop",342121,50
1pljasrlzWuFEmLry3BYeZ,Tuong Quan,v-pop,360,3
1pO9cG2dYZiYWx4Fi6mzkH,J.Key,,1652,8
1pqC3oSnMeSmehSgahdji5,Lý Bực,"vietnam indie, v-pop",12433,31
1pQZQEXm8NkmHQqM38ggLS,Trọng Tấn,"vietnamese bolero, bolero",17539,28
1PRYE1RboxI0A6MspTktF1,NSND Thanh Thúy,v-pop,145,12
1qdb7jDQjPd8WWpayCRh5V,Larria.,"vietnamese hip hop, v-pop",8949,34
1qFNoHMiyMlUsqg4DYX5X8,Làn Sóng Xanh,v-pop,2881,24
1QFseLQPvAwVGpBuNWURg1,Vincent,v-pop,149,7
1Qia4CTwh6x0CZbD0079zi,CoolKid,"v-pop, vietnamese hip hop",180264,51
1RKeO4zieZ9HeB1st0beiG,Darrys,v-pop,411,18
1rp73mXglaGYmpWy6wgx9Z,Tam Ca Áo Trắng,"v-pop, vietnamese bolero",1625,12
1RrH578jwir5n2lUN4a1GY,Cao Thanh Thảo My,v-pop,46,15
1RWwtxXnYninjXOkgunJqb,Trấn Thành,"v-pop, vietnamese bolero",14394,29
1RymY6y1vsyqVIVqBu03ul,Kaisoul,"vinahouse, v-pop, vietnamese hip hop",685,20
1RZSSA978w2tUKtXqC6XGZ,Châu Khải Phong,"vinahouse, v-pop, vietnamese lo-fi, vietnamese bolero",200603,42
1sJdqk2S16GHXDAAFbXMoW,Thien Hi,"vinahouse, trance",1068,8
1Sspz56SrRJNc2fNduz26u,Daggy Nguyen,vietnamese hip hop,634,10
1TdtsDVivxc6PpkQdNuXdR,Tùng,"vietnam indie, v-pop",111556,45
1Tdy7LZnrufTyuEbgDi1D8,Muộii (Starry Night),"v-pop",2193,48
1tikl40deDgJWS57GTKiVh,Dick,"vietnamese hip hop, v-pop, vietnamese lo-fi, vietnam indie",150561,52
1tsvQ6YDIsBe8J7PnaTKO1,TATUDA,v-pop,85,2
1Tu9DctzLsjToUKxsOh6Fc,Lil Shady,"vietnamese hip hop, v-pop, vinahouse",7542,28
1tuwKCpqzgE7Osgv0z7lUE,Trương Khải Minh,vinahouse,3779,30
1TXjcDbR8xtShzu08N5j0x,TDO Kwan,"vietnamese hip hop, v-pop",482,5
1TzgdQPhzZ5x6df9GpC4UG,NS Thanh Hằng,bolero,78,4
1U9670l0ErN58ZUaYkY0QL,Quốc Trung,,394,2
1uBoOwCIbSlAyZZswoeOT3,KraziNoyze,"v-pop, vietnamese hip hop, vietnam indie",2534,28
1UEJKAftO7WTVJhjm98RXC,Đinh Nhật Minh Flute,v-pop,15,17
1URs0dKndWOld1wzAFhszR,Dunghoangpham,"vinahouse, v-pop, vietnamese lo-fi",45924,40
1uwdo8SFHpBp5aHucur5bG,Nguyễn Mạnh Toàn,v-pop,287,27
1uXHYAZLyOQY5qaM1crBNK,Nguyen Van Chung,"v-pop, vinahouse, vietnamese bolero",12246,42
1uyLcIQ2BeJKbbgLiebVKo,Phan Thiên Ngân,v-pop,16,10
1V8cpJFYcbR7dCgkzDiHAh,CT Mixes,"vinahouse, vietnamese bolero, bolero, v-pop",158,20
1Vc9oJC8vSXfirygPAL2Du,Huỳnh James,"v-pop, vietnamese hip hop, vinahouse",69124,32
1VENGzHqQKxmLmpZveuliz,Kelvin Khanh,v-pop,1541,10
1vHY0HztdnDYKIUB7bkVkb,Hana Cẩm Tiên,"vinahouse, v-pop, vietnamese bolero",47138,39
1VQyG9aks9QYQYzwmP12Fz,thaison!,"vietnam indie, v-pop, vietnamese hip hop",6391,28
1vrJLalQTydLmzJwe3Lw10,Liên Bỉnh Phát,v-pop,4248,31
1vuXGfUQ15YoFnM2V49rF5,Giang Hong Ngoc,"v-pop, vietnamese bolero, bolero",10313,30
1W2pigH6UYwuTuFbwoSfVZ,RHYDER,"v-pop, vietnamese hip hop",812940,58
1wD5wvINmysNPwrP2suGcb,Lê Đức,v-pop,954,5
1WvNgEoB66jmHodcj15Zi9,B Ray,"vietnamese hip hop, v-pop",1462308,62
1XeMw22FKMPIjQIkyV3yDN,Tuấn Cry,"v-pop, vietnamese hip hop, vinahouse",12260,38
1xfmPLQJuQ5xyjXhmLWntH,Yan Nguyễn,"vinahouse, v-pop, vietnamese lo-fi",14186,38
1xNqmjTeWon7iX8kbPKpZz,SEANPOET,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",46965,43
1XO2u0sx6W0yNLUYZmPPmq,Ninh Dương Lan Ngọc,v-pop,16993,20
1XvyPBBABdLVpc4WHCgw60,PAM,v-pop,180,8
1y28JlO6rDMUB5rkcA4RAh,52Hz,"v-pop, vietnam indie",370689,54
1YGsz6NWjZPjwaU3ADijtJ,GENfest,v-pop,617,28
1yNjtowTJs05S2Xp2g7stg,Freak D,"vietnamese lo-fi, v-pop, lo-fi, vietnam indie",135693,46
1yWLf9thhwjqScDt6Az4Z9,Tez,"v-pop, vietnamese hip hop",92642,47
1yx4rYyjUYupI7Ji1YvXRh,Groovie Lã Thắng,"vietnam indie, vietnamese hip hop, v-pop, vietnamese lo-fi",3267,41
1Z3xp9Er70GeoUjeB77vJc,gung0cay,"vietnamese hip hop, v-pop",31096,34
1zGsKVCZOCeXQFsZ5cLtXW,Tavux,v-pop,68,5
1zSv9qZANOWB4HRE8sxeTL,RPT MCK,"vietnamese hip hop, v-pop",1344061,59
1ZVeU6iksFOdOCCfvavb28,Hiderway,v-pop,388,24
1zWjwwXPteMD3N6CzcJN5B,Kiên Ứng,"v-pop, vietnamese hip hop",3360,36
1zzw4qIx0z1cB8EYYmqE04,VINHHOANG,"vietnamese hip hop, v-pop",82,1
204u7fdJOUtQk2tMppK8m0,Mina Young,"v-pop",3840,23
20anqSscVLyuwX6dcu6IAJ,Piens,"vietnam indie, v-pop",81,13
215WQLToYXwGfSazi1b8bB,Đặng Tuấn Vũ,v-pop,6728,38
21if3t2qWHeSBbd9JqBppF,M.Hanh,"v-pop, vietnamese hip hop",206,3
21MG3ongZHFbUnXpK8prTg,Tạ Quang Thắng,"vietnam indie, v-pop",5401,28
21trGUfOb8qkRjI4EyF1qm,Mỹ Mỹ,v-pop,60295,50
21yqEovztrpLQD5l6IpSzL,Ôn Vĩnh Quang,v-pop,3417,21
22MX8BG5870DGzpNricY7q,VSOUL,"vietnamese hip hop, v-pop",200205,45
22UrMaJjZEJF7jFExxE8bm,Duy Sơn,"v-pop, vietnamese hip hop, vietnam indie",5,29
23Gbd21nBxC1kCtcG2Cd0C,Phùng Khánh Linh,"v-pop, vietnam indie",173718,61
23jUmiOyAG9Dzq6Ayp9LUG,SPACESPEAKERS,"vietnamese hip hop, v-pop, vietnam indie, vinahouse",161089,29
23p4qk2CrHy1mfVD8VVUHQ,Nguyệt Anh,vietnamese bolero,264,21
23UOCFmQtFKvx2mFufMoJB,Winno,"vietnamese hip hop, v-pop, vietnam indie",139114,47
23xCr75lKvnFvKi8ImHE7S,Táo,"vietnamese hip hop, vietnamese lo-fi, v-pop, vietnam indie",474694,51
248WoYEoxyIPtzMbAmtSTF,KayTee,"v-pop, vietnam indie",2574,29
24g2ZCgiC9b4RQ5UcFaDDG,BadBz,"vietnamese hip hop, v-pop",349,2
24Wn81dwdDeTCuB1BWGoVJ,Hồ Ngọc Hà,"v-pop",448335,41
25GQsAhf1lcyEADSbUVv5d,Young H,"vietnamese hip hop, v-pop",23715,41
25JRC8aMGIGBIJ5KiINv3l,RPT Orijinn,"vietnamese hip hop, v-pop",69429,46
25M5YMbLCbYDSFPhQXYE8c,Onionn.,"v-pop, vietnam indie, vietnamese hip hop, vinahouse",27129,47
25Ppds4Tz7uw1a5WYVLbwN,Tizi Đích Lép,v-pop,676,7
25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,dansk pop,3227104,70
261ROoWRl7BIb1UURaMLV3,Thuý Hiền,v-pop,56,22
26b05GdGMubV82s5kSrhn0,Tê Giác Ngộ Nghĩnh,v-pop,328,7
26b9K9VnTtubvR37GTlYln,GLY JT,vietnamese hip hop,104,14
26fKwRAH2LJZqHhuIj6px1,Host Nguyên Khang,"v-pop, vietnamese lo-fi, vietnamese bolero",1498,29
26GpU9jkhwkZCyWBw6Prbf,KIMLONG,"v-pop, vietnam indie",3968,34
26HFjJZjfKXs5DlZhJZQ3Z,Thái Anthony,vinahouse,14,14
26M9jrskgx7RHFydfAiyq5,Khang Viet,"vinahouse, v-pop",32167,39
26qIfHV2sbOiRqapo4b2Cu,TLong,"vinahouse, v-pop, vietnamese lo-fi",24752,38
275KG0jezF4cng8bZmuk8q,Lê Ngọc Châu Anh,"vietnam indie, v-pop",1316,23
278CKCgxxVwo5uDEtqOAXZ,Emma Nhất Khanh,v-pop,1408,19
27mg97AfKyLCNdoF6ZtAIT,NGUYEN VAN TUNG,vietnamese hip hop,85,23
27RoKwun6jKycKbH2iYUFU,Minh Tốc & Lam,"vietnam indie, v-pop",39995,52
27RxVUWFswWxJaZzF1R3CT,Vxllish,"v-pop, vietnamese hip hop",2367,35
284Kopvh7L7NCkz00VFbqt,LeWiuy,"v-pop, vinahouse, vietnamese hip hop",557,24
28B3vKmC5FOd2HeYCsTZNC,Đỗ Hoàng Hiệp,"v-pop, vietnam indie",767,28
28XrDF0G35BpyybcGaQTzU,prettyXIX,"vietnamese hip hop, v-pop, vietnam indie",11234,34
290KHDg9R7yjzweoQmlmmR,Thanh Goll,v-pop,204,19
29BSrAv3rS4Qxf4IpFVuDa,Nguyên Chấn Phong,v-pop,280,1
29ne3bBJemJYxz7N6EWJaS,Đức Anh,"vinahouse, v-pop",1015,19
29odnaxmCx4mwOKL4mjEFL,Hồ Đông Quan,v-pop,1523,39
29xtwCxmznSC9QPikI0GtZ,Minh Cà Ri,"vietnam indie, v-pop, vietnamese lo-fi",2135,26
2a8CbNT5XhhygZtuAg3PdT,Nguyễn Kiều Oanh,"v-pop, vietnamese lo-fi, vinahouse",1791,41
2aBBfK4LGfYzcIlXZI2aZL,khoivy,v-pop,84,11
2aMo0CYbTieTisS0BlWc59,VSTRA,"v-pop, vietnamese hip hop, vietnamese lo-fi, vietnam indie",467287,61
2aMSfTptCWefTd7lxZJaqp,PHUC NAM,v-pop,92,10
2aQnC3DbZB9GbauvhAw7ve,AMEE,"v-pop",1764695,60
2BFV20BAhrBwA3oEHyNv5P,Kean,"vietnamese hip hop, v-pop",422,6
2BnEmodoAAWN5O9Jumg8Lm,Madelynn,"vinahouse, v-pop",181,26
2BoU3GzyaG397l5ci1twa9,Shartnuss,"v-pop, vietnam indie",14066,50
2bperdA9iBmjKVzb1Q2QhR,Fanny,v-pop,4150,23
2Bwp23pD4UVsSkchHDZw4F,Karik,"v-pop, vietnamese hip hop",561781,55
2C7gVRsvjuQbX9S5VtnVj9,Hòa T. Trần,v-pop,90,2
2c7nahphISevT1BEE00zyo,NSUT Xuân Hinh,"v-pop, vinahouse",9478,32
2C7qqIe8uFXvoMVN1mADHc,LA ZUNG,v-pop,31,2
2c9R3FNiPtQyGppNA0yfVq,Nhím Biển,"v-pop, vietnam indie",20,13
2CFqJE8frrprksO7kFiLOg,Masiu,"v-pop, vietnamese hip hop",14527,25
2cKAEkWBpi8mNbjaL4361s,Renja,"vietnamese hip hop, v-pop",20921,17
2CLdtsyD2NsTOBBOVr7fi8,MONSTAR,"v-pop, vietnamese hip hop",261727,49
2CMIqMnYeotOtQxE3lluL6,Lê Cường,"vietnamese bolero, traditional music, bolero",1549,18
2cMw2fHUsnuas3ZJoQhjnL,It's Huy,v-pop,3251,32
2cobR2qFaGjfuIfxAXJXUo,TONoise,"vietnamese hip hop, v-pop",121,39
2CRoABtmRbrQzQelcbL3Z6,Bé Triệu Vy,v-pop,191,11
2cZyDcLOcp6FPndTzJZrQ3,Imatxi,vietnamese hip hop,588,2
2d1ZChw4TkNWrJx6iPleap,Phương Hồng Quế,"vietnamese bolero, bolero, v-pop",10046,25
2dC1IBU9NOD9xsQJ5RE7j7,Puppy,"v-pop, vietnamese hip hop",129121,50
2dcmJbuSoLTZnJPaE7mish,NSƯT Anh Tấn,v-pop,3,15
2DedbVjcZngur66lXxicMx,Mặt Trời Đỏ,v-pop,696,15
2dlC6p7Q75wnfhudwTEpxW,Hoài Lâm,"v-pop vietnamese bolero, bolero",422247,39
2dP2cG3zK05Y1jtb8Kwdpm,Tuimi,"vietnamese hip hop, v-pop, vietnam indie",7408,33
2DpuPZSraeVoLMKV5QJj7y,Phạm Hồng Phước,"v-pop, vietnam indie",63119,33
2DQ5AIvRmIfyISSYg0Gb5N,VCC G Rose,"vietnamese hip hop, v-pop",1900,21
2Dqd1HqXNuDhsdR7BGT590,Trương Thế Vinh,v-pop,22496,36
2DTVCDYfT6Uo8NugnHNRsg,Đỗ Hoàng Dương,v-pop,10478,22
2E35lazbBbr1DLhD2mdP8K,Quốc Khanh,"vietnamese bolero, bolero, vinahouse, v-pop",10212,24
2eAhGkapmUkHwLNq2aPXmF,VieZ - Vũ Trụ Nhạc Phiêu,v-pop,125,8
2eJmUYHrqK3RXKrKQBVRSa,Cú Tây Bắc,v-pop,163,2
2EoBAFpN3PNWiBktMgEMY9,DATWEE,"vietnamese hip hop, v-pop",431,23
2eZQrtOSuRxSB4mQP5WUM3,Nguyên Khôi,"vinahouse, v-pop",107,14
2F7Jz1oc6c64rzPk6tnwV9,Lor,"vietnam indie, vietnamese hip hop, v-pop",8309,16
2f7PGK1u2j1oYVlgXlF5Zm,VIRAL Media,vinahouse,416,16
2Fc5cGXai8xzLhGyltp4tT,Suboi,"vietnamese hip hop, v-pop, vietnam indie",189520,33
2FCxeoDrmuTZmyn8iXlQVB,Linh Hương Luz,"vinahouse, v-pop, vietnamese lo-fi",14283,46
2fIpsUBODyyKTLESzZN5CJ,Vu Minh Duc,bolero,253,4
2FJ1Gw2JxIVbKuNxthkvBf,Quỳnh Anh,"vietnam indie, v-pop",2261,26
2FO4DJ1tBx3Y7sYJqOZMsw,VCT,,1760,2
2FyozG37MofnjvhTp392Pz,Trần Lập,"vietnam indie, v-pop",1052,10
2FzQt1F2hU6M2h0w9AZ6kT,Rum,"v-pop, vinahouse, vietnamese lo-fi",45352,41
2g38tNmAErnP7vIXqL20h1,Hoàng Y Nhung,"v-pop, vinahouse",917,21
2GFbIax8VZLFzOIUBSMaBg,Di Di,"v-pop, vietnamese hip hop",3355,15
2GKrqpvSTDRFPHWha43p46,Mikeezy,vietnamese hip hop,171,15
2gugq8LTugkTfMNQKiO7sK,Trang Hàn,"vietnam indie, v-pop",27409,22
2Gvp79Cmni6PX13CAlSGex,Bùi Anh Tuấn,v-pop,421685,51
2gwyTPofpaHMpLcIOWvCMW,LALA,v-pop,233,4
2hbJQXdVILPK1MZyrUClTQ,Vân Anh,v-pop,16,1
2hfGCohLRKHLfWbQQfwJ7M,Thiên Nga Đen,v-pop,10,4
2HJc9eRVRTWKceFHAnRL9c,ICY KRAVE,"vietnamese hip hop, melodic rap",143,10
2Hlo03qlzn5XlyVZaEsDyH,Trang Yue,"v-pop, vietnam indie, vietnamese hip hop",640,8
2HwFtttvE7byIp2i1UkKiu,Tri Minh,vietnam indie,786,11
2i3Wxmv2enKYsJkXZVQoyB,Flava Dawny,vietnamese hip hop,177,12
2I8garg5B5BsdmetbsXsjG,titie,"v-pop, vietnamese hip hop, vietnam indie",2758,43
2Iclm7DbDF08gVIAs5Rbsk,Superbrothers,"v-pop, vietnamese hip hop, vinahouse",7552,26
2IeV4T0uHObDEkQLJuBHKE,Đức Nhâm,"vietnamese bolero, bolero",4,3
2IkTjnNj87iP999uTWXFlD,Lam Phương,"vietnamese bolero, bolero, v-pop, traditional music",1207,15
2il50iKpY4KdEJnaEUK1P1,Thăng Long Show,"rumba congolaise, v-pop",92,16
2imhfeJHce0YEYv9msgqMC,桃子A1J,"v-pop, chinese r&b, taiwanese indie, chinese indie, chinese hip hop",28587,41
2ipMqlG0XTQbUbu7W0FnBm,Thành Đạt,"vinahouse, v-pop",26307,41
2irDUiOWb5Ofa0uLw49UcY,Tân Thiếu Gia,"vinahouse, v-pop",304,6
2itstf0djeNx1XIZ69k0go,Hustlang HBo,"vietnamese hip hop, v-pop",3019,32
2IW2xSk70wC39VTymlEULu,Gold Mk,"v-pop, vinahouse",1560,34
2iYUs3FoNodbZXKf4mkjGM,MAYDAYs,"v-pop, vietnam indie",46539,53
2j3AXmye1FJXoGOXr6tufj,Cá Hồi Hoang,"vietnam indie, v-pop, vietnamese hip hop",222368,42
2jfbFAZ1SeBTGdjPc4hpSo,SuperC,"vietnamese hip hop, v-pop",275,4
2Jk4p7LgyfgScSMChOC9Pp,Suzie MK,"v-pop, vietnam indie",1122,41
2jpxD4ZUTmPPEmSrUXPmmQ,Lynn,v-pop,252,17
2Jt8gyQdLTNWbGXBQCeFNX,Phượng Mai,"vietnamese bolero, bolero",4087,14
2jYpvQezm2EtSlHxmxENDD,Wind.P,"vinahouse, v-pop, vietnamese hip hop",2330,14
2K7waqBS2kszgU9yXj51J1,Quoc Cuong,v-pop,128,1
2KdZvVbpFK2Bb9U3sTC2vT,Yến Tattoo,"v-pop, vinahouse",1360,17
2KgvVPpQC2PQR0Vtb1zgT9,Thỏ Trauma,"vietnam indie, v-pop",4650,28
2KhDttLplSvTjfipdzvOu3,Xôn Nguyễn,"v-pop, vinahouse",827,27
2kMBXLxdwOEx4G3dYUNMkj,Khoa Wzzzy,"vietnamese hip hop, vietnam indie",489,21
2knyDFP4xw9wZEWA98JX6b,TRANG,"vietnam indie, v-pop, vietnamese lo-fi",146096,48
2krRBoiGvFkthnQ1VMML1A,Phương Diễm Hạnh,"vietnamese bolero, bolero",8971,30
2KUMXzsDcJqXZW0CRh07zP,Uyên Linh,"v-pop, vietnam indie",207443,37
2kuvJt4tKyytJt1cISlD9c,Thế Hùng Lương,v-pop,57,1
2kWp8w4YblyUqMNIMWSQ1z,Kỳ Phương Uyên,"vietnamese bolero, v-pop",5188,19
2l0cdSl2y1u8TuqyO0X5Rf,Limebócx,"vietnam indie, v-pop",3734,24
2l4yHSHF5t4IVyuaGiqi0j,Nguyễn Ngọc Anh,"vietnamese bolero, v-pop, vietnam indie",1739,24
2ldAFJhpkWvdSsgDR4EkJE,Phan Duy Anh,"vinahouse, v-pop, vietnamese bolero",20778,31
2LhBOKigSJoFuqyoy4GlW2,Lucin3x,"vietnamese hip hop, v-pop, sexy drill",6276,41
2liSd71HdTJbIfyWEKHnWV,dubbie,"v-pop, vietnamese hip hop",2621,15
2lnesmkx2eGDj0wTUv61Ch,Rocky CDE,"vietnamese hip hop, v-pop, vinahouse",45652,47
2LVQd5JQnKruonFNZeNsHS,Tempo G,"vietnam indie, v-pop, vietnamese lo-fi, vietnamese hip hop",583,13
2lvZSxFmtIiEYEGNLCdL3r,Windy Quyên,"vietnamese hip hop, v-pop",9,18
2LX2SKJhvZjyH4Z7XMptjd,Quang Đăng Trần,"vietnamese lo-fi, v-pop, vinahouse",36018,51
2m8Bk9or6quybzoQbM0zQt,SlimV,"v-pop, vinahouse, vietnamese hip hop",2745,37
2maFpa4M8FWKvytGzgLhyl,Thảo Trang,v-pop,3391,29
2mnGSe7NUCWyRVrkb262qT,Nguyễn Phúc Hậu,v-pop,1392,14
2mpSmbp35mvG7ig3cg1jEj,Diệu Nhi,"v-pop, vietnam indie",8795,30
2mrZ4gGfWba9oB1mfm9j90,Lazii,"vietnam indie, v-pop",3405,43
2MUpdkISDzguEJCLUAjI8W,Mai Lệ Huyền,"vietnamese bolero, go-go",1661,23
2mx5AAdmlMxMcrcd7AQh1j,Khắc Hưng,"v-pop, vietnamese hip hop, vinahouse, vietnam indie",5461,38
2MXCbaWGr2gSuochPtjrUb,LEZII,"v-pop, vietnamese hip hop",5058,30
2N84GU99DEBAAHT2B9uG8j,Tổng Đài,"v-pop, vietnamese hip hop",379,12
2nfy0nJ70ftD2p3WeEVrw9,Quốc Đại,"vietnamese bolero, bolero, v-pop",12852,25
2NjLqE71ijKZQUNpl9K9Xm,Yang E,v-pop,125,2
2nk2PnWoh8U5lR6xDhDGFu,ICD,"vietnamese hip hop, v-pop, vietnam indie",15821,22
2nmxgv9asWhQh4XgqfxK57,Mochiii,"vinahouse, v-pop",11479,50
2nO3NsrkKhV3cBI7X1wYbb,LostOwl,v-pop,560,21
2NRcG7E1j2sSi8vnUzCcpi,Quân A.P,"v-pop",964634,55
2nSO7JYDbJrYbJmP39qUzj,Binz,"vietnamese hip hop, v-pop",1305908,60
2NYFphd3cUQ5pLEVLaBP9L,GiGi Hương Giang,"v-pop, vietnam indie",9594,33
2O80TFPHgMkNQ3Unwa401Y,Chu Bin,"v-pop, vinahouse, vietnamese bolero",82407,33
2og0kVAmyg1hOq6yJxcYlO,Hà Duy Thái,"vinahouse, vietnamese lo-fi",11392,28
2OHv7sOf5ut7lDKGpHR3nC,NVM,"vietnamese hip hop, v-pop, vietnam indie",4991,22
2OISjujSpV2sYk5cmo9uTn,An Roy $8386,"vietnamese hip hop, v-pop",368,27
2OkxNsNz7QXCBwlME0fSsk,TGSN,"v-pop, vietnamese hip hop, vietnam indie",21297,49
2oo72Sn2VuNwGer7pELmwg,Lê Dương Bảo Lâm,v-pop,8302,19
2OONhLKGZlcgaA9PQ2e64g,Kim Kunni,"vietnam indie, v-pop, vietnamese hip hop",1985,15
2oSLZcf1n5RyC8AnsB44A4,Homie Boiz,"vietnamese hip hop, v-pop",43,18
2OTLAXpaIvKyVl3788yqSU,Phan Ý Linh,"vietnamese bolero, bolero",3096,21
2otypUTqZLdNcEOwaXXJJE,PHOÁNG CHẢY,,1,1
2P7WrPkRtQLLJY5KPOmDt3,Phương Dung,"vietnamese bolero, bolero, v-pop",26319,24
2PQLOJKDN5j1q0q3xltIk8,Quang Lê,"vietnamese bolero, bolero, v-pop",161135,37
2pVj9lekGlRPbYvDjTMQ6O,Mr. T,"vietnamese hip hop, v-pop, vinahouse, vietnam indie",39980,28
2pZJZyA34fwzBzpIhhGr4a,Liz Kim Cuong,v-pop,12273,21
2q8305j8iKRCQr7Tn6woin,Thanh Bùi,"v-pop, vietnam indie",10654,28
2Qbmf6BD1eqBiR8YCgT1dA,Taku/9,vietnamese hip hop,964,12
2qGx82WOXaUOnhI2ZXzjOM,Jimmi Phến,"vietnamese hip hop, vietnam indie, v-pop",116,18
2qoHk8oER4tuuQAnLZRKhe,DuongK,"v-pop, vietnam indie, vietnamese hip hop",1218,28
2qQqPycFRsJtVHrr2SuGFJ,Đỗ Nam Sơn,v-pop,4835,42
2QR6wKgm8jncFQv9Uor8dP,DOESNT.K,"vietnamese hip hop, v-pop",167,7
2rhIXAWzwAaxf6tN2P6jDn,Lucky$outh,vietnamese hip hop,17,5
