file_name,spotify_track_id,duration_sec,tempo_bpm,musical_key,rms_energy,spectral_centroid_mean,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,zero_crossing_rate,spectral_rolloff,spectral_contrast_band1_mean,spectral_contrast_band2_mean,spectral_contrast_band3_mean,spectral_contrast_band4_mean,spectral_contrast_band5_mean,spectral_contrast_band6_mean,spectral_contrast_band7_mean,spectral_flatness_mean,beat_strength_mean,onset_rate,tempo_stability,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,tonnetz1_mean,tonnetz2_mean,tonnetz3_mean,tonnetz4_mean,tonnetz5_mean,tonnetz6_mean,harmonic_percussive_ratio
hẹn lần sau - maydays.mp3,1r9gNSD1WUFscqTSA2Rcet,219.4,136.0,F:maj,0.152104,2031.54,1.155,9.8121,-5.5223,7.629,1.9626,8.4999,-5.1012,8.2968,-120.6868,135.9567,101.2323,32.8321,4.1516,23.5448,26.5373,16.2483,8.0881,11.2872,6.5064,10.424,-1.9562,8.7597,0.2528,9.036,-4.29,8.8364,0.085695,4347.99,22.19,17.25,21.32,20.11,19.73,18.81,48.7,0.014961,1.0562,2.11,0.9609,0.4132,0.2744,0.3753,0.3154,0.3043,0.3761,0.2656,0.3304,0.2425,0.3387,0.3585,0.3152,0.0068,0.2141,-0.0285,-0.0189,-0.0096,0.0109,2.868
gọi tên một nỗi buồn - lâm bảo ngọc.mp3,1r8NlgGh9ee0ImTVg62M9G,369.07,172.27,A#:maj,0.049679,1420.88,-0.5737,9.1571,-8.5767,10.3083,-4.5019,8.9132,-4.6159,10.092,-329.1135,120.8685,114.7982,39.2249,26.8973,27.7402,20.1213,15.4937,12.1107,12.8124,4.957,14.6649,11.3678,12.188,-6.6129,12.6801,2.4267,8.8648,0.050663,2731.53,16.5,20.19,23.18,21.6,20.4,19.78,47.05,0.004934,0.9531,1.56,0.9435,0.2133,0.1827,0.3028,0.2108,0.1901,0.2914,0.2153,0.3132,0.1925,0.3099,0.4643,0.2346,-0.0654,0.2595,0.0192,-0.1578,0.0398,-0.0178,4.8672
vì em cô đơn - lemese.mp3,1r9V8yAotVeBq1oW9qenaw,134.74,103.36,G:maj,0.166876,2275.09,-5.999,11.2637,-6.8317,10.1813,-4.2062,10.7355,-1.4098,11.8178,-139.2271,119.1141,88.6741,43.0014,-3.4959,26.8776,6.5417,19.7723,10.7702,18.7683,4.4083,18.709,2.9412,15.4529,-5.6183,14.1495,-1.2069,11.3704,0.093922,4793.82,19.13,17.31,21.37,18.67,18.54,17.58,45.16,0.022845,1.8731,4.53,0.9774,0.3045,0.2608,0.3569,0.2591,0.2503,0.2404,0.3576,0.4848,0.3058,0.3371,0.2671,0.3555,0.1451,0.0402,0.0916,-0.022,0.0025,0.0042,1.642
"cô bé mùa đông x thương thương thương, yêu yêu yêu - đăng khôi.mp3",1RcS6Jc1H2QoJ5gIREqu65,141.31,136.0,G:min,0.155497,2264.79,5.5564,9.2919,-2.4769,8.0554,-0.3003,7.8999,-2.2026,8.1822,-123.991,110.316,89.3873,30.9829,15.1709,15.0509,21.8014,17.3288,8.2522,11.9825,2.4216,12.0989,-2.2025,10.2833,1.5613,10.2424,-2.8276,8.1678,0.080493,5136.74,21.22,17.9,20.65,19.71,18.91,18.0,47.62,0.018076,1.169,1.76,0.9452,0.3051,0.2389,0.3296,0.2955,0.2891,0.3983,0.2877,0.3844,0.3402,0.373,0.3534,0.2387,0.0251,0.1987,-0.0018,-0.0382,-0.008,-0.017,2.5262
bài hát ru của mẹ - nguyen van chung.mp3,1rDnn4jqEE3vLnZyd3xYfH,289.17,103.36,C:min,0.176317,1907.25,-8.5068,10.6982,-12.4497,10.3381,2.236,11.7609,-2.4015,12.0122,-131.071,108.3876,104.1214,33.5122,0.5216,22.1574,26.7099,18.8702,-5.0841,12.7862,1.418,15.7826,4.8511,13.6768,-15.0191,15.0651,-1.7822,11.7683,0.095333,3811.3,19.57,18.71,23.21,24.14,23.66,23.95,47.47,0.008587,1.0454,1.76,0.9663,0.4035,0.208,0.3596,0.2961,0.1736,0.3471,0.183,0.3035,0.1717,0.1556,0.2475,0.204,-0.0809,0.3538,0.0635,0.0183,-0.0194,0.0117,4.2405
trừ (feat. dangrangto & vcc left hand) - rap việt.mp3,1rFlbDf6W7f1ZT46gyr4Yw,189.0,143.55,D#:min,0.251714,2543.32,3.4808,13.1156,-6.2258,11.9351,0.3939,12.3532,-5.5478,10.4795,-71.6942,94.0793,74.8049,39.395,1.673,29.1872,22.2041,23.9601,1.3143,18.0564,5.5595,18.5822,-3.4709,14.5397,12.0453,16.7048,-5.4182,14.2012,0.098731,5441.09,21.77,15.72,17.98,18.2,18.39,18.19,49.69,0.025672,1.7125,4.9,0.9662,0.4018,0.466,0.374,0.3686,0.3719,0.475,0.4893,0.4113,0.535,0.4508,0.5415,0.4295,-0.1518,-0.0458,0.0434,-0.0493,-0.0003,0.0153,1.9738
khi nỗi đau dừng lại - nguyên hà.mp3,1Rg4kFK7PfBiC15qh4xIDT,256.45,117.45,F:min,0.153543,2029.0,4.2187,11.3035,-10.1046,11.7118,-5.2092,11.6746,-6.7244,12.6951,-157.1552,76.9768,102.3749,34.1443,16.2386,18.4653,12.0102,17.4268,7.9668,15.6014,-1.6759,12.6226,3.0064,12.5252,-6.7876,12.7072,-2.7852,11.4967,0.077668,4375.05,21.26,20.4,23.71,23.45,22.98,22.25,49.46,0.015321,1.1386,1.9,0.9376,0.2935,0.2502,0.1327,0.1961,0.1855,0.3496,0.2177,0.1858,0.2627,0.2055,0.2431,0.1545,-0.3131,0.0696,-0.1501,0.0876,-0.0326,-0.0138,5.3828
yêu anh nhé - phan mạnh quỳnh.mp3,1rIlMqaq0zzIWE1b0OGaVn,259.44,184.57,A:maj,0.202003,1949.47,1.6655,11.3852,-4.8773,10.2153,-2.7071,10.835,-2.2622,9.1856,-111.6275,94.3082,106.9542,35.6151,7.5461,18.5547,16.2477,16.8855,7.7353,13.0662,-1.2768,12.8543,-2.0792,11.3362,-2.1043,9.8532,-11.7982,11.4699,0.071572,4140.2,21.38,17.53,21.86,20.19,19.89,19.34,47.85,0.013146,1.1827,2.47,0.9626,0.2388,0.3548,0.2602,0.2636,0.3775,0.2697,0.382,0.2347,0.3496,0.4007,0.2474,0.3123,0.1424,-0.2269,-0.1056,-0.0002,-0.0183,0.0214,3.4218
"you (feat. song luân, anh tú atus, captain & quang trung) - anh trai say hi - song luân, anh tú atus, captain boy, quang trung.mp3",1Rl6XZjjYq7zBJGALyGTZH,285.0,161.5,G:min,0.168975,2262.37,4.6003,12.0358,-2.2516,9.8996,2.1769,8.8709,-3.5859,8.7637,-103.7988,99.3942,90.9836,34.634,-1.5821,28.2504,17.7937,19.4226,2.5927,15.55,2.3346,14.7372,-3.3293,12.9464,2.1087,13.3017,-5.7536,12.4531,0.091437,4869.31,20.37,15.54,19.31,18.97,18.47,18.13,47.95,0.022972,1.4349,3.53,0.9707,0.3686,0.2676,0.3734,0.4567,0.3427,0.3468,0.3076,0.4182,0.3182,0.3197,0.4235,0.3456,-0.0629,0.1265,0.1019,0.0276,0.0152,0.0089,2.1809
7 tỷ người tìm thấy anh rồi - orange.mp3,1rMkVpTWhYwLbplInuww28,219.7,143.55,F:maj,0.167274,1922.63,1.754,10.8087,-10.3139,11.063,-2.154,9.6452,-7.4095,9.0344,-135.2699,119.4324,109.5725,39.814,14.6722,17.9784,15.0553,14.7582,5.4759,11.2231,2.2765,11.5988,0.1747,10.727,-4.7647,10.5134,-7.1043,9.8317,0.068936,4380.81,20.91,18.15,21.74,20.68,20.36,19.91,48.82,0.009659,1.0874,2.78,0.9574,0.2237,0.1486,0.2695,0.288,0.2631,0.3672,0.2262,0.3445,0.2327,0.258,0.2748,0.2083,-0.0201,0.2315,0.0217,-0.0122,-0.0045,-0.0168,3.1355
hy vọng - hustlang robber.mp3,1RMz0IBZEQbyDjRF1i62nA,119.51,117.45,C:min,0.206085,2442.84,-2.574,13.8908,-4.3672,14.0069,-2.1645,13.1843,-2.8826,11.6803,-81.4011,90.0844,83.5603,34.9397,-20.5632,28.1293,1.1161,18.276,-15.9304,20.4661,0.2355,20.2031,-19.0135,16.2544,-6.0762,17.2641,-15.7404,16.7356,0.114061,4896.81,19.0,15.76,18.62,17.71,20.17,19.19,50.63,0.022755,1.736,4.95,0.9707,0.4028,0.3243,0.3163,0.3352,0.3331,0.4523,0.346,0.3775,0.433,0.3743,0.4345,0.39,-0.0188,0.075,-0.0576,0.0364,-0.0141,0.0049,1.9293
người của công chúa - datmaniac.mp3,1RoA0Dik7xGZEnzHWxaFgl,207.84,95.7,G:min,0.178615,2248.49,0.2237,11.0249,-7.3976,11.0906,-5.4232,10.686,-10.9967,10.4555,-111.4351,72.6196,84.9502,33.1038,2.9668,29.5788,28.7519,19.9294,-2.4869,20.2101,2.2229,17.6226,-9.9019,14.7325,3.8698,12.2827,-15.3601,12.9982,0.077083,4702.16,22.8,18.52,19.02,17.26,16.98,17.29,52.18,0.01737,2.0295,4.54,0.9678,0.2236,0.2587,0.3525,0.3121,0.3151,0.3224,0.3547,0.6018,0.4667,0.4131,0.3109,0.2302,0.1397,0.1547,0.0645,-0.0542,0.0325,-0.0243,1.4435
đêm trăng tình yêu - wendy thao.mp3,1RNgFRKOpDf9TxhImVxlmm,285.73,99.38,D#:maj,0.194399,1999.42,-11.8634,10.7791,-16.0671,10.0826,-8.7653,10.1133,-14.1139,11.8134,-160.3955,78.1027,92.8169,28.9858,19.2532,18.7942,12.505,18.5533,-6.8757,12.1299,-5.0373,13.5257,4.6166,11.6632,-7.5921,14.9204,-4.2484,12.8408,0.071295,4329.88,22.31,20.46,24.77,24.23,21.63,21.11,48.38,0.008622,1.497,3.19,0.9571,0.2451,0.141,0.1453,0.2338,0.1711,0.274,0.1585,0.2813,0.2954,0.1793,0.2319,0.1677,-0.2173,0.1857,0.0113,0.0984,-0.0061,0.0087,4.2331
me romeo - don raemo.mp3,1RoNX6TJqkb6dCv1YjOosB,198.0,143.55,G#:maj,0.181329,2206.33,4.8896,12.2709,-4.5943,11.2186,0.0773,10.426,-3.336,9.6611,-142.7962,107.7232,95.0343,41.6976,18.2534,32.7492,12.3553,18.4045,6.8448,17.0119,5.6046,16.0207,-5.4317,14.1306,5.378,15.0889,-10.0459,13.0478,0.077958,4913.05,22.38,16.65,19.94,19.8,19.84,18.75,49.0,0.027578,1.6243,3.83,0.9689,0.3374,0.4465,0.2983,0.3478,0.2615,0.3685,0.3724,0.3189,0.4694,0.3994,0.4618,0.3493,-0.2996,-0.0624,-0.0453,-0.012,-0.005,-0.0454,3.3165
trái tim không ngủ yên (feat. hoàng hải) - lâm bảo ngọc - hoàng hải.mp3,1RovkOVZ8eAaogQodYJoeA,246.57,73.83,A:maj,0.098839,1867.47,3.8572,9.9752,-8.7847,9.1341,0.6342,9.7681,-6.9721,8.6275,-169.1517,93.3855,114.4854,35.4494,4.2574,20.3297,26.12,15.0079,6.279,12.5154,7.4627,11.9397,4.4189,10.169,0.7107,10.1761,-5.2203,10.0488,0.081126,3919.23,19.83,18.14,21.26,21.18,20.7,20.38,50.88,0.010937,1.2301,2.34,0.9678,0.2811,0.3744,0.2823,0.2555,0.3964,0.2506,0.2891,0.1925,0.3351,0.4146,0.3012,0.4083,0.1873,-0.2151,-0.0825,0.0187,-0.0111,-0.0019,3.0372
em có - pay.mp3,1rqvTFJPQWZrC4Xomu1SsL,206.83,123.05,D#:maj,0.139184,1995.71,6.2001,9.8383,-2.8136,8.2454,0.6735,8.1992,-3.8783,9.072,-151.5142,97.4483,102.5913,40.1731,12.8736,23.7968,19.3594,19.8306,9.4699,14.0742,8.8432,15.1529,-0.7382,11.6412,3.2647,12.5461,-3.9741,10.8207,0.076828,4263.52,22.0,17.13,21.11,19.28,18.59,17.84,47.95,0.015034,1.4262,3.45,0.9724,0.3231,0.2492,0.3039,0.4203,0.2628,0.387,0.2841,0.4501,0.3791,0.2748,0.3214,0.2597,-0.1432,0.1959,0.1259,0.1076,0.0033,-0.0026,2.5761
tiễn khách - bích phương.mp3,1RRMwNycLH4pOgpdLj0iFk,230.69,117.45,A:maj,0.318215,1618.44,4.4987,12.0324,-3.9768,11.2667,0.3701,10.6379,-0.8141,10.5837,-95.9327,89.1148,119.2274,39.5914,9.402,26.622,20.9631,19.9944,12.3472,16.8998,-1.0624,15.3098,3.9657,15.2803,1.5731,16.4969,3.3391,11.7469,0.05235,3391.68,23.83,17.21,20.89,20.57,21.06,21.14,45.82,0.009609,1.3364,2.92,0.9695,0.2436,0.3327,0.2513,0.2637,0.398,0.3077,0.4084,0.2584,0.3473,0.4358,0.2664,0.325,0.2137,-0.1685,-0.1296,-0.0783,0.0146,0.0399,4.4988
ta là (feat. clean bandit) - justatee.mp3,1rTRvVLoblRpOjqXsyIT3a,195.0,107.67,G:maj,0.190742,1829.33,4.521,10.0778,-5.6846,9.2722,1.388,8.1976,-1.2533,8.981,-115.2541,80.4821,115.8428,32.8324,8.9212,19.014,14.4572,15.7225,8.7381,12.682,-6.0665,11.9459,-1.1818,11.4544,1.6842,10.2804,-6.4389,10.5931,0.06881,3809.63,18.06,18.43,21.03,19.63,18.83,19.02,47.32,0.013303,1.5879,3.7,0.9683,0.3946,0.2275,0.2904,0.2203,0.3032,0.1986,0.2229,0.3635,0.2427,0.2764,0.2301,0.3486,0.1612,0.1348,0.1132,0.0924,0.0268,-0.0062,1.9696
tình thơ - forest studio.mp3,1RUuTGMMnVEq3ulVDJZXmj,244.61,129.2,D:min,0.04795,1581.64,3.1905,10.2924,-11.836,10.1156,-0.4419,9.6647,-9.5689,9.3078,-278.4211,115.3342,120.0597,33.9251,15.4999,24.1226,34.4322,14.6913,7.2954,14.0094,8.9529,11.9596,4.1205,10.7324,3.3074,9.8793,-4.1331,10.5733,0.064845,3304.07,20.53,17.44,21.96,22.23,21.45,20.82,50.17,0.006458,1.2725,2.5,0.966,0.2481,0.3026,0.4477,0.2757,0.3649,0.2949,0.2062,0.3265,0.2775,0.4416,0.32,0.1942,0.1808,0.1426,-0.0838,-0.0492,0.0217,-0.0215,2.5018
mình yêu nhau xong rồi - ca ca.mp3,1rVdqAj5ZHV0GUQKfbRG7H,236.87,117.45,D:maj,0.122119,1939.34,4.4268,10.4508,-7.7347,9.3309,-4.1524,8.9723,-7.1231,9.3034,-196.3024,114.3866,106.9257,30.6815,25.9102,22.2509,10.1833,18.0283,12.0531,14.9128,1.5946,12.8021,-2.2219,10.4393,1.55,10.179,-4.6265,10.6809,0.067957,4334.6,20.74,18.87,22.32,21.33,21.4,19.39,48.71,0.008997,1.09,2.82,0.948,0.1581,0.2684,0.404,0.2269,0.2808,0.1672,0.235,0.2558,0.2368,0.3637,0.2159,0.2042,0.291,-0.0443,-0.0327,-0.0823,0.0019,-0.0164,3.6585
phóng nhanh - fang cee.mp3,1RwPG7HPEkjNi5viPollXC,170.01,117.45,F:maj,0.196186,2183.55,1.089,8.6547,-7.6878,9.0969,-2.084,9.158,-5.2889,8.4965,-92.0651,97.0709,97.0503,34.3222,1.5865,25.004,6.0315,16.1657,4.9106,13.7459,3.0896,12.6674,-0.6165,10.8167,-1.52,9.6622,-1.6197,9.1474,0.078413,4748.77,20.5,17.02,20.8,19.76,19.29,17.56,46.19,0.035155,1.444,4.72,0.9692,0.2801,0.1756,0.2554,0.1955,0.3283,0.3904,0.2124,0.3247,0.2739,0.4396,0.2844,0.1938,0.0732,0.2018,-0.129,-0.0105,-0.0117,-0.0096,2.8296
tâm sự một người say - codynamvo.mp3,1RWtgB0e3m4GE36IiLctEx,270.05,136.0,A:maj,0.088133,2316.94,1.3808,10.3658,-7.4659,10.0672,-3.1313,9.2905,-7.7495,8.9326,-187.3518,123.2548,91.9085,39.6176,-2.2044,17.8766,21.6589,19.2408,3.8127,12.2756,-1.7963,12.0634,-6.2005,10.8743,-2.3153,11.5143,-9.9126,11.0268,0.111067,4795.73,19.44,17.97,21.05,20.07,19.62,19.73,49.84,0.031919,1.0512,1.68,0.9553,0.2144,0.3186,0.3137,0.2529,0.3777,0.2305,0.273,0.2035,0.3441,0.4815,0.2607,0.2968,0.1981,-0.157,-0.1082,0.0336,-0.0042,0.0179,3.3034
ngàn lần khắc tên em - ballad - beta music.mp3,1rYdylJwm8VvJT0uXEHy22,283.62,136.0,A#:min,0.145814,1801.52,-2.3926,12.0573,-3.4911,10.4177,0.0404,9.6425,-4.8814,10.3984,-163.2901,86.9115,100.1648,30.5208,11.7813,21.9907,30.8437,15.7577,4.5472,13.4702,7.6766,11.0095,-3.3606,12.0236,-1.2461,11.9461,-2.5773,9.5881,0.066956,3800.61,20.89,19.37,25.31,23.06,20.68,19.29,46.82,0.008813,1.1647,2.34,0.9646,0.285,0.2582,0.175,0.2899,0.1881,0.3084,0.1872,0.1667,0.2375,0.2376,0.3989,0.2043,-0.304,0.086,-0.0978,-0.0424,0.0263,-0.0023,4.4553
cô gái nhân ái - phùng khánh linh.mp3,1S2bDD6ShRSHgcC5m9Qkf0,202.94,129.2,F#:min,0.207918,2471.89,4.2894,8.8648,-1.5642,9.1514,2.2487,7.9587,-3.0208,7.6756,-93.3079,130.5445,78.6299,30.509,5.2975,23.6937,24.1938,17.097,10.5555,13.0171,13.6777,11.7473,4.5274,10.3341,3.6568,9.8834,0.9427,9.9359,0.093935,5403.48,21.29,16.55,19.55,19.26,18.39,17.39,46.91,0.03432,1.2721,3.58,0.9619,0.288,0.3821,0.3436,0.2777,0.3673,0.3463,0.5178,0.4363,0.3447,0.3913,0.3836,0.4117,0.0889,-0.0895,0.0648,-0.0307,0.0375,0.0001,2.8684
vụn - nuwie.mp3,1Rz2Z975bTSbMxF3enQAqp,288.02,89.1,A:min,0.17038,1645.49,-2.6901,12.062,-16.1819,10.4255,-2.1685,10.5246,-8.1678,10.6074,-160.8118,106.3485,119.7395,39.6874,16.7238,24.1169,17.6246,15.8244,6.6481,13.2245,-5.0084,15.0756,3.1756,12.6349,-7.8562,13.4168,-1.389,10.0794,0.058804,3472.44,23.73,18.43,22.91,22.23,20.13,20.71,47.97,0.00614,1.1413,2.06,0.9503,0.3693,0.2703,0.363,0.1984,0.2339,0.2602,0.2047,0.2722,0.2347,0.4357,0.3508,0.2735,0.1967,0.2605,-0.1358,-0.0815,-0.0055,0.0406,4.2652
let's have a date - wxrdie.mp3,1s9SsxyPY8EsHjX7PfVhV3,196.77,123.05,G:min,0.176064,2241.22,16.4074,12.396,2.9533,10.9251,9.9966,11.6275,0.9383,9.7324,-138.7457,83.4037,77.5676,32.6591,-16.5644,25.2623,21.6727,21.0898,-2.543,18.4935,0.0033,16.2453,6.2597,15.9945,7.3689,11.8232,5.9459,13.2858,0.083646,4635.24,19.77,16.51,19.57,19.06,19.55,20.68,49.84,0.025994,1.3862,2.86,0.97,0.5269,0.3814,0.5485,0.4379,0.4724,0.5057,0.4564,0.536,0.4123,0.5045,0.4839,0.4017,0.1037,0.1951,0.1102,-0.0944,-0.0057,-0.0039,4.2173
thành phố buồn - phương phương thảo.mp3,1sABN0XiTwGYlph1lxwapD,323.48,172.27,B:min,0.207177,1524.4,-0.1362,10.391,-10.7722,9.9882,-0.4706,9.8146,-5.2314,9.4681,-175.5811,92.7767,108.8177,35.9108,16.6545,24.9096,35.4234,18.9567,7.0151,17.0073,10.1361,14.4424,9.2794,13.8344,1.6618,9.7842,-7.423,11.1286,0.056446,3162.52,22.81,20.68,22.63,21.64,20.74,21.45,50.24,0.008069,1.4232,2.47,0.9516,0.2834,0.2862,0.2361,0.1846,0.2282,0.1989,0.2718,0.2149,0.2484,0.351,0.3458,0.4352,0.2042,-0.1856,0.0218,-0.0673,-0.0328,0.0025,4.1927
đêm hôm - tùng.mp3,1sc6qCzt0bMjK9oeyd8oNf,176.33,172.27,F#:maj,0.116706,1194.59,-3.6248,10.7477,-13.5032,9.6213,-13.7171,9.0198,-11.2063,8.735,-232.1734,96.908,143.0768,39.4492,15.31,29.3603,21.5044,13.3457,5.0626,13.1572,2.0857,12.6704,0.5593,12.7322,6.8122,11.1198,-7.166,12.7394,0.04366,2305.48,22.61,16.75,18.67,20.44,17.77,18.94,48.17,0.005095,1.0291,1.45,0.9501,0.1959,0.3475,0.2827,0.2243,0.2291,0.4787,0.6207,0.324,0.2379,0.2234,0.321,0.2238,-0.1122,-0.077,-0.1233,-0.1872,-0.0018,0.0135,3.6033
keep me in love (feat. kimmese) - hồ ngọc hà.mp3,1SCIz90qrZ0U6ZR1lC4f4X,286.38,123.05,F:min,0.251524,2887.39,6.3754,10.9271,-3.3352,11.1802,1.4252,10.1402,-1.9809,10.0222,-59.3978,105.817,69.6289,41.5317,6.9101,29.8184,7.7666,19.8199,3.0738,16.293,3.7028,15.2565,-4.4684,14.5574,2.5707,11.7507,-3.8988,11.795,0.130066,6260.21,17.45,14.81,17.33,16.89,18.03,17.81,47.99,0.044477,1.8113,4.0,0.9656,0.3718,0.3098,0.3319,0.4007,0.3816,0.4711,0.3865,0.445,0.4812,0.3782,0.3764,0.3503,-0.0626,0.0629,0.011,0.0461,-0.0061,-0.0084,1.6449
giấc mơ ngày xưa - hien thuc.mp3,1SDrBAN2x1wVOAE6AH9gGh,294.57,136.0,D:maj,0.199331,1666.97,-2.1374,12.2266,-9.6014,9.293,-1.7178,9.8334,-8.0588,9.7645,-120.761,87.1449,122.0224,32.2125,-5.1176,21.1383,20.04,15.9983,-2.1944,12.1861,10.9109,11.0714,-4.2688,11.2963,-4.629,11.0843,-6.6038,10.1882,0.074957,3378.08,20.17,18.47,22.45,22.21,22.78,21.32,52.05,0.008894,1.186,2.99,0.9634,0.1306,0.2467,0.4054,0.2334,0.3531,0.2031,0.3132,0.2377,0.2337,0.4696,0.216,0.2309,0.3307,-0.0924,-0.0437,-0.0875,0.0035,0.0061,3.9469
bài hát đôi cho em - hà anh tuấn.mp3,1sdZM6IPvnFieNkXSrQ6q1,186.4,123.05,F:maj,0.181955,2206.18,5.7868,10.6882,-10.8638,12.7014,-2.4163,9.8427,-5.311,8.7708,-124.679,125.6583,96.8089,35.9288,16.4762,20.2718,18.8725,16.8058,-2.1701,14.2783,-0.2176,11.7809,5.1207,12.0366,0.382,10.5347,-3.4876,12.3657,0.095598,4736.84,18.97,16.95,20.83,21.19,20.09,20.47,48.23,0.021375,1.1594,2.35,0.9601,0.4308,0.2422,0.2213,0.2124,0.2535,0.3426,0.2197,0.3492,0.294,0.3115,0.3317,0.2663,-0.0265,0.2048,-0.0519,0.0868,-0.0111,0.0013,2.8452
chẳng màng bận tâm - phan duy anh.mp3,1sena6FwWItwPWQTvlu8g6,308.62,136.0,D:min,0.166727,1750.2,-0.725,11.9696,-2.2883,9.777,-4.0967,9.4442,-2.4,10.019,-146.6684,120.667,110.5011,30.8593,2.4753,21.1492,18.8209,19.9845,3.0826,13.5572,-5.8162,12.2651,-3.0402,11.6866,-2.7319,10.9197,-11.5709,10.877,0.077803,3476.88,20.19,18.32,22.7,21.7,20.77,21.05,48.76,0.008508,1.0466,2.31,0.96,0.3196,0.2051,0.3596,0.1985,0.326,0.3349,0.2021,0.3083,0.2005,0.3354,0.2087,0.1606,0.2039,0.2315,-0.086,0.004,0.0035,-0.012,3.508
liệu em có biết - dab.mp3,1sfNjVG0PDB9PGYRYKVU1v,119.67,95.7,F:maj,0.108422,1662.92,-1.9902,11.1226,-11.7833,10.0168,-4.7782,8.3076,-3.5004,8.4439,-191.0598,112.7667,118.2413,46.3193,-1.9281,19.2863,25.9601,20.4428,2.1967,12.2004,-9.1722,12.0118,-3.723,10.6937,-2.3149,9.5037,-8.8414,10.8057,0.073742,3333.73,20.93,17.52,20.52,20.56,20.05,21.46,48.5,0.013687,0.9769,2.47,0.9416,0.3942,0.1918,0.223,0.1709,0.3987,0.4679,0.2751,0.3731,0.2695,0.4077,0.3423,0.2339,0.1093,0.2851,-0.1065,0.0583,0.0318,-0.0034,4.8088
nửa kia là quạnh hiu - khiem.mp3,1SeSeNe4G2nJ5cn0cnqBxg,336.65,143.55,B:min,0.091276,1361.58,3.3977,10.8479,-12.9874,9.0703,-5.7802,9.2957,-8.2986,9.6866,-235.6218,112.1565,124.9497,28.4943,16.223,23.3501,30.8276,17.5647,12.1591,11.9808,-2.8648,11.9739,-1.9728,9.9403,-4.3043,11.3239,-7.2041,9.7475,0.049038,2723.2,21.8,19.01,23.57,22.57,21.28,20.94,48.51,0.003937,1.0254,2.41,0.9598,0.2871,0.284,0.29,0.2224,0.3227,0.1955,0.2466,0.2671,0.2934,0.3136,0.2341,0.3744,0.2114,-0.1031,0.0568,0.0244,-0.0019,-0.0176,3.6584
lần này - hào.mp3,1sh5e0lU4OnqM5nkA1VjxH,120.25,129.2,G:maj,0.125848,1348.41,-5.1241,10.3543,-14.2297,9.6853,-9.9155,9.5657,-8.9423,7.9715,-200.8897,91.2894,149.3018,43.0101,23.1556,20.2357,6.038,17.7695,4.2151,14.4849,-7.0116,11.4163,-10.0332,10.2902,-7.626,9.8882,-11.6935,9.9687,0.054777,2703.4,20.19,18.15,21.79,21.34,21.22,20.74,48.81,0.002438,1.0052,1.09,0.9514,0.3798,0.2097,0.3799,0.2787,0.2472,0.1774,0.2913,0.3474,0.1717,0.182,0.1545,0.4052,0.245,0.0907,0.2235,0.0038,-0.0242,0.0108,5.6165
cám ơn - 16 typh.mp3,1SIbk8ESYxiPiYjzLG01m4,149.77,136.0,D:min,0.125949,1564.77,3.5854,12.2185,-1.3426,12.6725,-0.8899,10.9238,-4.4653,10.0389,-214.4298,114.8725,109.4582,45.6401,15.2488,37.3712,20.8446,22.6932,6.6629,19.9144,6.5712,18.3183,0.9927,15.2443,3.0116,15.0262,-1.5039,12.6097,0.055864,3228.74,23.12,17.6,21.21,20.56,19.19,18.89,47.37,0.007102,1.6326,3.46,0.9596,0.3045,0.3163,0.5221,0.4626,0.414,0.5301,0.3669,0.3652,0.258,0.3099,0.326,0.2387,-0.0539,0.2195,0.0209,-0.1274,-0.0676,0.0083,2.7373
ngày mai người ta lấy chồng (feat. voi bản đôn) - the masked singer.mp3,1SIICNX015V0gI4eQJbFmr,312.0,143.55,F#:min,0.139343,1411.99,-2.5812,9.2409,-4.3104,8.6567,-5.8578,9.2173,-3.0454,8.619,-175.3589,121.7009,129.9215,32.1864,11.3922,22.3361,18.0096,14.2823,6.5045,13.3016,2.0862,10.0177,-5.5695,11.0529,1.3652,10.9432,-8.535,9.9683,0.060848,2750.76,20.74,16.95,21.21,20.42,20.73,19.5,48.54,0.007036,1.0298,2.06,0.9612,0.2562,0.3395,0.3651,0.2381,0.2603,0.2452,0.4018,0.2872,0.2037,0.3126,0.2481,0.3024,0.1587,-0.1255,0.0015,-0.1125,-0.0033,0.0285,2.9646
