Title,Artist,Appearance_Count,Platform_Count,Platforms,Date_Count,First_Seen,Last_Seen,Best_Rank,Avg_Rank,Best_Platform,Total_Hit_Score,Avg_Hit_Score,Spotify_Peak_Position,Spotify_Total_Streams,Spotify_Days_On_Chart,Spotify_Peak_Count,AppleMusic_Peak_Position,AppleMusic_Days_On_Chart,AppleMusic_Peak_Count,ZingMP3_Total_Plays,ZingMP3_Total_Likes,NCT_Total_Likes,YouTube_Total_Views,YouTube_Total_Likes,Duration,Spotify_URL,ZingMP3_URL,NCT_URL,YouTube_URL
Khóa Ly Biệt,The Masked Singer,9,1,NCT,8,2025-10-31,2025-11-13,39,40.44444444444444,NCT,463.25,51.47222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346785.0,0,0,5:12,,,https://www.nhaccuatui.com/song/4TTDL1BIR4XN,
LINH CẢM,Phùng Khánh Linh,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,20,40.5,APPLE_MUSIC,459.79999999999995,57.474999999999994,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Kho Báu (with Rhymastic),(S)TRONG,6,1,ZINGMP3,6,2025-11-08,2025-11-13,12,16.333333333333332,ZINGMP3,457.2,76.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600000.0,69000.0,0.0,0,0,03:38,,https://zingmp3.vn/bai-hat/Kho-Bau-with-Rhymastic-S-TRONG-Rhymastic/Z87FI0E0.html,,
Thức Giấc,Da LAB,11,1,SPOTIFY,11,2025-10-31,2025-11-11,39,60.0,SPOTIFY,451.0,41.0,1.0,44240554.0,1582.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Còn Gì Đẹp Hơn - Mưa Đỏ Original Soundtrack,Nguyễn Hùng,11,1,SPOTIFY,11,2025-10-31,2025-11-11,42,60.09090909090909,SPOTIFY,450.0,40.90909090909091,1.0,7984208.0,106.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
SAU CƠN SUY,RHYDER,13,2,"NCT, ZINGMP3",11,2025-10-31,2025-11-13,41,61.07692307692308,NCT,444.2,34.169230769230765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100000.0,15000.0,25784.0,0,0,03:14,,https://zingmp3.vn/bai-hat/SAU-CON-SUY-RHYDER/Z88FB7E7.html,https://www.nhaccuatui.com/song/MtzJ5wODreXj,
Hãy Trao Cho Anh,Sơn Tùng M-TP,9,1,NCT,8,2025-10-31,2025-11-13,34,43.111111111111114,NCT,442.85,49.205555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927390.0,0,0,4:05,,,https://www.nhaccuatui.com/song/vtEybe9NxLw7,
NOLOVENOLIFE,HIEUTHUHAI,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,40,44.75,APPLE_MUSIC,427.5,53.4375,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Thương,Bích Phương,13,1,ZINGMP3,12,2025-10-31,2025-11-13,48,64.53846153846153,ZINGMP3,426.6,32.815384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358000.0,4000.0,0.0,0,0,03:10,,https://zingmp3.vn/bai-hat/Thuong-Bich-Phuong/Z89O6CZ7.html,,
Sau Ngần Ấy Năm,Hà Nhi,15,1,ZINGMP3,14,2025-10-31,2025-11-13,57,69.73333333333333,ZINGMP3,422.1,28.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800000.0,77000.0,0.0,0,0,04:40,,https://zingmp3.vn/bai-hat/Sau-Ngan-Ay-Nam-Ha-Nhi/Z8Z9UE6A.html,,
Chẳng Nợ Ai Ngoài Em,Lê Gia Bảo,15,1,ZINGMP3,14,2025-10-31,2025-11-13,60,69.93333333333334,ZINGMP3,419.3999999999999,27.959999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859000.0,16000.0,0.0,0,0,04:56,,https://zingmp3.vn/bai-hat/Chang-No-Ai-Ngoai-Em-Le-Gia-Bao/Z89OZOZI.html,,
Ngày Này Năm Ấy,Viet Anh,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,47,49.75,APPLE_MUSIC,389.5,48.6875,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Thanh Xuân,Da LAB,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,46,50.625,APPLE_MUSIC,382.84999999999997,47.856249999999996,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
dự báo thời tiết hôm nay mưa,GREY D,13,2,"APPLE_MUSIC, SPOTIFY",11,2025-11-01,2025-11-12,55,72.3076923076923,SPOTIFY,369.04999999999995,28.388461538461534,5.0,35672814.0,1085.0,1.0,,,,0.0,0.0,0.0,0,0,,,,,
Trạm Dừng Chân,Jack - J97,15,1,ZINGMP3,14,2025-10-31,2025-11-13,62,74.4,ZINGMP3,359.1,23.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6900000.0,106000.0,0.0,0,0,03:38,,https://zingmp3.vn/bai-hat/Tram-Dung-Chan-Jack-J97/Z86ID08C.html,,
Cục Vàng Của Anh,Nana Liu,15,1,ZINGMP3,14,2025-10-31,2025-11-13,66,74.46666666666667,ZINGMP3,358.2,23.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,30000.0,0.0,0,0,03:12,,https://zingmp3.vn/bai-hat/Cuc-Vang-Cua-Anh-Nana-Liu/Z87EW8AZ.html,,
Điều Em Khó Nói,MIN,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,33,54.0,APPLE_MUSIC,357.2,44.65,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
ÁM ẢNH VỀ ANH,Phùng Khánh Linh,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,35,54.125,APPLE_MUSIC,356.25,44.53125,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Kịch Bản,Táo,11,1,SPOTIFY,11,2025-10-31,2025-11-11,38,68.9090909090909,SPOTIFY,353.0,32.09090909090909,38.0,722223.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Anh Lại Say Rồi,Phan Duy Anh,15,1,ZINGMP3,14,2025-10-31,2025-11-13,67,75.13333333333334,ZINGMP3,349.20000000000005,23.280000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825000.0,11000.0,0.0,0,0,05:37,,https://zingmp3.vn/bai-hat/Anh-Lai-Say-Roi-Phan-Duy-Anh-T-A-P-Entertainment-Producer-T-A/Z89I0CE7.html,,
POLITE,SonaOne,7,1,ZINGMP3,7,2025-10-31,2025-11-06,18,45.857142857142854,ZINGMP3,347.4,49.628571428571426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0,0,02:41,,https://zingmp3.vn/bai-hat/POLITE-SonaOne-tlinh/Z8AZ6W6Z.html,,
Chịu Cách Mình Nói Thua,RHYDER,11,1,SPOTIFY,11,2025-10-31,2025-11-11,55,69.63636363636364,SPOTIFY,345.0,31.363636363636363,4.0,51257115.0,721.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Vet Mua,Vũ Cát Tường,11,1,SPOTIFY,11,2025-10-31,2025-11-11,58,69.72727272727273,SPOTIFY,344.0,31.272727272727273,37.0,14086760.0,551.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
KHÔNG ĐAU NỮA RỒI,52Hz,4,1,APPLE_MUSIC,4,2025-11-07,2025-11-11,10,10.5,APPLE_MUSIC,343.9,85.975,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Yêu 5,Rhymastic,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,55,56.375,APPLE_MUSIC,339.15,42.39375,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Lo Người Ướt Áo,Nguyễn Thạc Bảo Ngọc,15,1,ZINGMP3,14,2025-10-31,2025-11-13,53,75.93333333333334,ZINGMP3,338.4000000000001,22.560000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219000.0,4000.0,0.0,0,0,05:01,,https://zingmp3.vn/bai-hat/Lo-Nguoi-Uot-Ao-Nguyen-Thac-Bao-Ngoc/Z89DD0DE.html,,
ĐIỀU EM KHÔNG MUỐN,Phùng Khánh Linh,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,38,56.625,APPLE_MUSIC,337.25,42.15625,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Chuyện Đôi Ta,Emcee L,4,1,SPOTIFY,4,2025-11-08,2025-11-11,17,18.75,SPOTIFY,329.0,82.25,2.0,68800393.0,1441.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Đường Tôi Chở Em Về,buitruonglinh,10,1,SPOTIFY,10,2025-10-31,2025-11-11,52,68.3,SPOTIFY,327.0,32.7,13.0,18970969.0,1098.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Quyền Yếu Đuối (Piano Version),MiiNa,8,2,"NCT, ZINGMP3",7,2025-10-31,2025-11-13,38,54.5,NCT,316.45,39.55625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235000.0,7000.0,11228.0,0,0,02:55,,https://zingmp3.vn/bai-hat/Quyen-Yeu-Duoi-Piano-Version-MiiNa-RIN9-DREAMeR/Z89DA8EW.html,https://www.nhaccuatui.com/song/avVHFbSNKpGb,
3 Bích,Pháp Kiều,6,1,NCT,5,2025-10-31,2025-11-07,35,40.166666666666664,NCT,310.25,51.708333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9694.0,0,0,3:48,,,https://www.nhaccuatui.com/song/d7TgzvVPug3u,
Đánh Đổi,Obito,11,2,"APPLE_MUSIC, SPOTIFY",8,2025-11-05,2025-11-12,64,73.54545454545455,APPLE_MUSIC,290.59999999999997,26.418181818181814,46.0,17580986.0,489.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Hẹn Gặp Em Dưới Ánh Trăng,MANBO,11,1,SPOTIFY,11,2025-10-31,2025-11-11,59,74.81818181818181,SPOTIFY,288.0,26.181818181818183,15.0,29527248.0,628.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
RƠI TỰ DO,EM XINH SAY HI,15,1,ZINGMP3,14,2025-10-31,2025-11-13,62,79.73333333333333,ZINGMP3,287.1,19.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200000.0,30000.0,0.0,0,0,03:21,,https://zingmp3.vn/bai-hat/ROI-TU-DO-EM-XINH-SAY-HI-LyHan/Z88W9I9A.html,,
Kho Báu,(S)TRONG,6,1,ZINGMP3,6,2025-11-08,2025-11-13,37,48.333333333333336,ZINGMP3,284.40000000000003,47.400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6400000.0,63000.0,0.0,0,0,03:17,,https://zingmp3.vn/bai-hat/Kho-Bau-S-TRONG/Z87IZ08U.html,,
Nàng Thơ,Hoàng Dũng,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,61,64.25,APPLE_MUSIC,279.29999999999995,34.912499999999994,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Mục Hạ Vô Nhân,SOOBIN,4,3,"APPLE_MUSIC, NCT, SPOTIFY",3,2025-11-11,2025-11-13,10,26.75,APPLE_MUSIC,275.6,68.9,58.0,45657.0,1.0,0.0,,,,0.0,0.0,1997.0,0,0,,,,https://www.nhaccuatui.com/song/8L4wbxWo9ag1,
Sau Cơn Mưa,CoolKid,10,1,SPOTIFY,10,2025-10-31,2025-11-10,46,74.2,SPOTIFY,268.0,26.8,7.0,51114173.0,800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Hoa Đỗ Quyên,Khả Hiệp,6,1,ZINGMP3,6,2025-11-01,2025-11-06,38,52.5,ZINGMP3,261.9,43.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106000.0,2000.0,0.0,0,0,05:47,,https://zingmp3.vn/bai-hat/Hoa-Do-Quyen-Kha-Hiep/Z89UUACI.html,,
Từng Quen,Wren Evans,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,55,66.625,APPLE_MUSIC,261.25,32.65625,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Ghé Qua,PC,9,1,SPOTIFY,9,2025-10-31,2025-11-11,54,73.11111111111111,SPOTIFY,251.0,27.88888888888889,44.0,13780208.0,456.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Chăm Hoa,MONO,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,58,68.125,APPLE_MUSIC,249.85000000000002,31.231250000000003,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Xin Đừng Lặng Im,SOOBIN,11,1,SPOTIFY,11,2025-10-31,2025-11-11,64,78.36363636363636,SPOTIFY,249.0,22.636363636363637,33.0,6059142.0,169.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Đoạn Kết Mới,Hoàng Dũng,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,63,69.625,APPLE_MUSIC,238.45,29.80625,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Nhiều Hơn,Low G,12,2,"APPLE_MUSIC, SPOTIFY",8,2025-10-31,2025-11-10,59,80.91666666666667,APPLE_MUSIC,233.5,19.458333333333332,53.0,655055.0,18.0,1.0,,,,0.0,0.0,0.0,0,0,,,,,
Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,15,2,"APPLE_MUSIC, SPOTIFY",10,2025-10-31,2025-11-11,52,85.4,SPOTIFY,233.05,15.536666666666667,1.0,58404206.0,1788.0,81.0,,,,0.0,0.0,0.0,0,0,,,,,
KHÓC BLÓCK,Phùng Khánh Linh,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,65,71.625,APPLE_MUSIC,223.25,27.90625,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Ngày Bình Thường Quên Người Mình Thương,Phát Huy T4,15,1,ZINGMP3,14,2025-10-31,2025-11-13,79,84.8,ZINGMP3,218.70000000000002,14.580000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779000.0,10000.0,0.0,0,0,04:02,,https://zingmp3.vn/bai-hat/Ngay-Binh-Thuong-Quen-Nguoi-Minh-Thuong-Phat-Huy-T4/Z88C6FID.html,,
Đớn Đau Vô Cùng,DatKaa,4,1,ZINGMP3,4,2025-11-10,2025-11-13,4,40.75,ZINGMP3,216.89999999999998,54.224999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121000.0,18000.0,0.0,0,0,03:25,,https://zingmp3.vn/bai-hat/Don-Dau-Vo-Cung-DatKaa/Z8A7097U.html,,
Anh Thua Anh Ta,Gia Huy Singer,5,1,ZINGMP3,5,2025-11-09,2025-11-13,48,54.2,ZINGMP3,210.60000000000002,42.120000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102000.0,5000.0,0.0,0,0,04:04,,https://zingmp3.vn/bai-hat/Anh-Thua-Anh-Ta-Gia-Huy-Singer/Z8A6OACB.html,,
Đã Lỡ Yêu Em Nhiều,JustaTee,9,1,SPOTIFY,9,2025-11-01,2025-11-11,59,77.77777777777777,SPOTIFY,209.0,23.22222222222222,59.0,15922127.0,955.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
HÃY NÓI ANH SAI RỒI,Phùng Khánh Linh,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,50,73.625,APPLE_MUSIC,208.04999999999998,26.006249999999998,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
THIÊU THÂN,ANH TRAI SAY HI,14,1,ZINGMP3,13,2025-10-31,2025-11-13,76,85.0,ZINGMP3,201.6,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756000.0,12000.0,0.0,0,0,03:23,,https://zingmp3.vn/bai-hat/THIEU-THAN-ANH-TRAI-SAY-HI-Khoi-Vu-B-Ray-Ryn-Lee-Pham-Dinh-Thai-Ngan-Bui-Duy-Ngoc/Z89ZDF6A.html,,
Nếu Biết Đó Là Lần Cuối,Đức Trường,10,1,SPOTIFY,10,2025-10-31,2025-11-11,67,80.9,SPOTIFY,201.0,20.1,67.0,2334057.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Ngã Về Không,Đặng Thiên Chí,13,1,ZINGMP3,12,2025-10-31,2025-11-13,77,84.23076923076923,ZINGMP3,196.2,15.092307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600000.0,90000.0,0.0,0,0,04:27,,https://zingmp3.vn/bai-hat/Nga-Ve-Khong-Dang-Thien-Chi/Z8ZIZB80.html,,
tình yêu chậm trễ,MONSTAR,9,1,SPOTIFY,9,2025-11-01,2025-11-11,67,80.11111111111111,SPOTIFY,188.0,20.88888888888889,39.0,29263147.0,1049.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Em Nhắc Anh,Nana Liu,15,1,ZINGMP3,14,2025-10-31,2025-11-13,78,87.13333333333334,ZINGMP3,187.20000000000002,12.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653000.0,17000.0,0.0,0,0,02:40,,https://zingmp3.vn/bai-hat/Em-Nhac-Anh-Nana-Liu-HTM/Z88FO96F.html,,
Kệ Nhắm Mắt Yêu Luôn,Hana Cẩm Tiên,14,1,ZINGMP3,13,2025-10-31,2025-11-13,82,87.64285714285714,ZINGMP3,168.30000000000004,12.021428571428574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,35000.0,0.0,0,0,03:20,,https://zingmp3.vn/bai-hat/Ke-Nham-Mat-Yeu-Luon-Hana-Cam-Tien-Tue-Ny/Z87DAEU6.html,,
Hơn Bất Cứ Ai (AI Version),Châu Dương,7,1,ZINGMP3,6,2025-11-02,2025-11-07,12,74.85714285714286,ZINGMP3,164.70000000000002,23.528571428571432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32000.0,2000.0,0.0,0,0,03:39,,https://zingmp3.vn/bai-hat/Hon-Bat-Cu-Ai-AI-Version-Chau-Duong/Z8A68F76.html,,
Giữ Anh Cho Ngày Hôm Qua,Hoàng Dũng,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,77,80.625,APPLE_MUSIC,154.84999999999997,19.356249999999996,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Ướt Lòng,Văn Mai Hương,15,1,ZINGMP3,14,2025-10-31,2025-11-13,83,89.66666666666667,ZINGMP3,152.99999999999997,10.199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300000.0,23000.0,0.0,0,0,04:39,,https://zingmp3.vn/bai-hat/Uot-Long-Van-Mai-Huong/Z87UBE9U.html,,
Nụ Hôn Đầu,Đậu Tất Đạt,3,1,ZINGMP3,2,2025-11-07,2025-11-08,31,45.333333333333336,ZINGMP3,150.3,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5000.0,0.0,0,0,02:52,,https://zingmp3.vn/bai-hat/Nu-Hon-Dau-Dau-Tat-Dat/Z8AOF060.html,,
Tưởng Rằng Sau Cơn Mưa,Lê Gia Bảo,13,1,ZINGMP3,12,2025-10-31,2025-11-13,75,88.3076923076923,ZINGMP3,148.50000000000003,11.423076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900000.0,18000.0,0.0,0,0,05:50,,https://zingmp3.vn/bai-hat/Tuong-Rang-Sau-Con-Mua-Le-Gia-Bao-BMZ/Z86AUFFO.html,,
Feel At Home,B Ray,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,76,82.25,APPLE_MUSIC,142.5,17.8125,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Hư không,Kha,8,1,SPOTIFY,8,2025-10-31,2025-11-11,67,83.375,SPOTIFY,141.0,17.625,18.0,26205233.0,670.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Lễ Đường,Kai Đinh,13,2,"SPOTIFY, ZINGMP3",11,2025-10-31,2025-11-11,79,90.15384615384616,SPOTIFY,140.2,10.784615384615384,3.0,15103951.0,245.0,12.0,0.0,0.0,0.0,10200000.0,148000.0,0.0,0,0,,,https://zingmp3.vn/bai-hat/Le-Duong-Kai-Dinh/Z8WC999U.html,,
Đừng yêu một người như,Du Uyên,3,1,ZINGMP3,3,2025-11-09,2025-11-12,31,49.666666666666664,ZINGMP3,138.6,46.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190000.0,3000.0,0.0,0,0,05:28,,https://zingmp3.vn/bai-hat/Dung-yeu-mot-nguoi-nhu-Du-Uyen/Z8AIIICB.html,,
GRIEF IS THE PRICE YOU PAY FOR LOVE,Phùng Khánh Linh,5,1,APPLE_MUSIC,5,2025-11-05,2025-11-09,58,72.6,APPLE_MUSIC,134.89999999999998,26.979999999999997,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Một Mình Chẳng Sao,Ngân Ngân,7,1,ZINGMP3,7,2025-10-31,2025-11-06,77,79.71428571428571,ZINGMP3,134.1,19.157142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193000.0,3000.0,0.0,0,0,04:58,,https://zingmp3.vn/bai-hat/Mot-Minh-Chang-Sao-Ngan-Ngan/Z898EAED.html,,
Sài Gòn Hôm Nay Mưa,JSOL,10,1,SPOTIFY,10,2025-10-31,2025-11-11,77,87.8,SPOTIFY,132.0,13.2,2.0,46973111.0,1627.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Hải Trình Tan Vỡ,Trungg I.U,13,1,ZINGMP3,12,2025-10-31,2025-11-12,81,89.76923076923077,ZINGMP3,131.4,10.107692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756000.0,8000.0,0.0,0,0,04:18,,https://zingmp3.vn/bai-hat/Hai-Trinh-Tan-Vo-Trungg-I-U-Pham-Anh-Duy/Z88D8WAO.html,,
ĐỢI,52Hz,6,1,SPOTIFY,6,2025-11-01,2025-11-10,70,79.83333333333333,SPOTIFY,127.0,21.166666666666668,40.0,15456357.0,477.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Anh Muốn Nhìn Thấy Em,The Wind,5,1,SPOTIFY,5,2025-11-01,2025-11-09,51,78.0,SPOTIFY,115.0,23.0,51.0,10475497.0,330.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Nước Mắt Cá Sấu,HIEUTHUHAI,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,82,86.625,APPLE_MUSIC,109.25,13.65625,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
ĐỘC NHẤT VÔ NHỊ,ANH TRAI SAY HI,8,2,"NCT, ZINGMP3",8,2025-10-31,2025-11-10,49,85.5,NCT,109.0,13.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856000.0,15000.0,25775.0,0,0,04:20,,https://zingmp3.vn/bai-hat/DOC-NHAT-VO-NHI-ANH-TRAI-SAY-HI-Karik-Vu-Cat-Tuong-Gill-Tez/Z89WA670.html,https://www.nhaccuatui.com/song/kk5K7brQLHqd,
The Playah (Special Performance),SOOBIN,8,1,APPLE_MUSIC,8,2025-11-05,2025-11-12,77,86.75,APPLE_MUSIC,108.3,13.5375,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Cho Mình Em,Binz,7,1,SPOTIFY,7,2025-11-03,2025-11-11,76,85.71428571428571,SPOTIFY,107.0,15.285714285714286,27.0,9362515.0,713.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Hai thế giới,Hoàng Thống,3,1,ZINGMP3,2,2025-11-07,2025-11-08,58,64.66666666666667,ZINGMP3,98.10000000000001,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5000.0,0.0,0,0,03:16,,https://zingmp3.vn/bai-hat/Hai-the-gioi-Hoang-Thong-Trang-Han/Z89CDA8D.html,,
MOIEM,Dangrangto,7,1,SPOTIFY,7,2025-11-05,2025-11-11,72,87.0,SPOTIFY,98.0,14.0,22.0,15143317.0,369.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Duyên Nợ Còn Đâu,Phạm Vũ Luân,3,1,ZINGMP3,3,2025-11-10,2025-11-13,63,67.33333333333333,ZINGMP3,90.9,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,3000.0,0.0,0,0,05:04,,https://zingmp3.vn/bai-hat/Duyen-No-Con-Dau-Pham-Vu-Luan/Z8A70980.html,,
Mê Cung 79 (Metal Rock),Phương Thanh,2,1,ZINGMP3,1,2025-11-07,2025-11-07,35,51.5,ZINGMP3,89.1,44.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1000.0,0.0,0,0,04:45,,https://zingmp3.vn/bai-hat/Me-Cung-79-Metal-Rock-Phuong-Thanh/Z89F9EU9.html,,
Người Bình Thường,Vũ Cát Tường,9,1,SPOTIFY,9,2025-11-01,2025-11-11,80,91.22222222222223,SPOTIFY,88.0,9.777777777777779,43.0,7417916.0,247.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,
Kho Báu (ROCK ver.),(S)TRONG,1,1,ZINGMP3,1,2025-11-08,2025-11-08,6,6.0,ZINGMP3,85.5,85.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,24000.0,0.0,0,0,04:12,,https://zingmp3.vn/bai-hat/Kho-Bau-ROCK-ver-S-TRONG/Z8AZU6UW.html,,
Chằn Tinh,LyHan,1,1,ZINGMP3,1,2025-11-13,2025-11-13,7,7.0,ZINGMP3,84.60000000000001,84.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24000.0,1000.0,0.0,0,0,04:45,,https://zingmp3.vn/bai-hat/Chan-Tinh-LyHan/Z8A98600.html,,
Ánh Trăng Giả Dối,Quốc Thiên,1,1,ZINGMP3,1,2025-11-12,2025-11-12,7,7.0,ZINGMP3,84.60000000000001,84.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30000.0,0.0,0,0,04:19,,https://zingmp3.vn/bai-hat/Anh-Trang-Gia-Doi-Quoc-Thien/Z8A7DADD.html,,
BẮC THANG LÊN HỎI ÔNG TRỜI,EM XINH SAY HI,11,1,ZINGMP3,11,2025-10-31,2025-11-10,85,92.54545454545455,ZINGMP3,83.7,7.609090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600000.0,34000.0,0.0,0,0,03:45,,https://zingmp3.vn/bai-hat/BAC-THANG-LEN-HOI-ONG-TROI-EM-XINH-SAY-HI-Bich-Phuong-Juky-San-LAMOON-My-My-Quynh-Anh-Shyn/Z87C0DFO.html,,
fragile (intro),MIN,3,1,APPLE_MUSIC,3,2025-11-05,2025-11-07,57,72.0,APPLE_MUSIC,82.64999999999999,27.549999999999997,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0,0,,,,,
Yêu Thật Lòng Đâu Dễ Quên,The Men,14,1,ZINGMP3,13,2025-10-31,2025-11-13,84,94.5,ZINGMP3,81.9,5.8500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,10000.0,0.0,0,0,04:49,,https://zingmp3.vn/bai-hat/Yeu-That-Long-Dau-De-Quen-The-Men/Z88OBWFO.html,,
